transaction_id,timestamp,user_id,amount,account_age_days,device_id,ip_id,card_id,merchant_id,transactions_last_hour,transactions_last_day,failed_transactions,unique_devices,unique_cards,is_fraud,fraud_scenario
TXN_V3_004229,2026-09-01T08:16:18Z,U_REG_1637,122.51,48,D_REG_0611,IP_REG_0018,C_REG_1717,M_010,0,2,0,1,1,0,NONE
TXN_V3_003648,2026-09-05T02:19:26Z,U_REG_1576,230.64,561,D_REG_0235,IP_REG_1180,C_REG_1956,M_108,1,2,0,1,1,0,NONE
TXN_V3_002601,2026-09-01T18:06:48Z,U_BIZ_CLIENT_012,1790.89,914,D_BIZ_023,IP_BIZ_037,C_BIZ_002,M_SUPPLIER_03,0,2,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_005716,2026-09-04T05:17:52Z,U_REG_0842,88.31,398,D_REG_0326,IP_REG_0359,C_REG_0849,M_086,1,5,0,1,1,0,NONE
TXN_V3_009048,2026-09-01T12:24:58Z,U_INDIV_V3_038,1410.55,8,D_INDIV_V3_067,IP_INDIV_V3_029,C_INDIV_V3_131,M_124,12,20,6,3,5,1,INDIVIDUAL_FRAUD
TXN_V3_007623,2026-09-04T09:22:53Z,U_REG_0116,192.78,311,D_REG_0387,IP_REG_0071,C_REG_1619,M_056,0,2,1,1,1,0,NONE
TXN_V3_002621,2026-09-01T22:19:18Z,U_BIZ_CLIENT_007,4168.3,859,D_BIZ_012,IP_BIZ_006,C_BIZ_011,M_SUPPLIER_01,1,3,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_008682,2026-09-02T05:25:30Z,U_REG_0415,113.63,870,D_REG_1118,IP_REG_1253,C_REG_0317,M_086,1,2,0,1,1,0,NONE
TXN_V3_003466,2026-09-03T01:44:28Z,U_REG_0602,65.99,707,D_REG_0177,IP_REG_0731,C_REG_0685,M_109,0,5,1,1,1,0,NONE
TXN_V3_002876,2026-09-05T06:30:27Z,U_BIZ_CLIENT_031,803.27,1169,D_BIZ_022,IP_BIZ_035,C_BIZ_019,M_SUPPLIER_01,0,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_003390,2026-09-02T18:42:04Z,U_REG_0465,74.48,692,D_REG_1444,IP_PUBLIC_CAFE_01,C_REG_1986,M_145,1,4,1,1,1,0,NONE
TXN_V3_007190,2026-09-04T17:11:47Z,U_REG_1074,31.02,219,D_REG_0742,IP_REG_0106,C_REG_0958,M_055,0,5,1,1,1,0,NONE
TXN_V3_006102,2026-09-04T03:56:17Z,U_REG_1149,84.03,669,D_REG_0027,IP_REG_1041,C_REG_1470,M_131,1,5,0,1,1,0,NONE
TXN_V3_005437,2026-09-02T17:52:13Z,U_REG_0117,241.22,564,D_REG_1048,IP_REG_0220,C_REG_0684,M_TARGET_HIGHVAL_99,0,5,0,1,1,0,NONE
TXN_V3_004377,2026-09-04T11:27:02Z,U_REG_0450,123.72,573,D_REG_0756,IP_REG_0556,C_REG_1298,M_072,0,5,1,1,1,0,NONE
TXN_V3_001470,2026-09-04T09:04:37Z,U_OFFICE_040,49.48,367,D_EMP_041,IP_OFFICE_CORP_01,C_EMP_068,M_121,2,2,1,1,1,0,OFFICE_NETWORK
TXN_V3_003125,2026-09-02T11:22:25Z,U_REG_1869,27.39,757,D_REG_1141,IP_PUBLIC_CAFE_01,C_REG_1966,M_TARGET_HIGHVAL_99,1,3,0,1,1,0,NONE
TXN_V3_009097,2026-09-05T23:14:45Z,U_INDIV_V3_131,812.44,12,D_INDIV_V3_093,IP_INDIV_V3_079,C_INDIV_V3_167,M_144,4,29,6,2,2,1,INDIVIDUAL_FRAUD
TXN_V3_009167,2026-09-05T04:17:57Z,U_INDIV_V3_039,544.56,6,D_INDIV_V3_066,IP_INDIV_V3_048,C_INDIV_V3_147,M_086,7,27,4,2,2,1,INDIVIDUAL_FRAUD
TXN_V3_000205,2026-09-03T20:30:36Z,U_FAMILY_DAUGHTER_01,79.38,350,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_HOME_01,M_032,0,4,0,1,1,0,FAMILY_NETWORK
TXN_V3_006640,2026-09-01T23:06:33Z,U_REG_0370,245.1,822,D_REG_1295,IP_REG_0500,C_REG_1218,M_065,2,3,1,1,1,0,NONE
TXN_V3_007898,2026-09-03T18:10:00Z,U_REG_0380,143.94,34,D_REG_0128,IP_REG_0242,C_REG_0250,M_003,0,5,0,1,1,0,NONE
TXN_V3_004843,2026-09-04T16:45:00Z,U_REG_0338,213.48,790,D_REG_1134,IP_REG_0233,C_REG_0913,M_049,0,1,0,1,1,0,NONE
TXN_V3_002152,2026-09-05T08:13:46Z,U_CAFE_043,24.35,496,D_CAFE_CUST_043,IP_PUBLIC_CAFE_01,C_CAFE_CUST_002,M_067,2,1,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_009556,2026-09-04T18:26:21Z,U_FARM_026,121.65,20,D_FARM_HUB_01,IP_FARM_PROXY_01,C_FARM_038,M_055,8,18,3,1,1,1,DEVICE_FARM
TXN_V3_003789,2026-09-03T12:33:25Z,U_REG_1615,126.53,639,D_REG_1145,IP_REG_0871,C_REG_0148,M_054,0,3,0,1,1,0,NONE
TXN_V3_004441,2026-09-02T04:37:20Z,U_REG_0456,205.56,834,D_REG_1040,IP_REG_0562,C_REG_1056,M_117,1,5,0,1,1,0,NONE
TXN_V3_008039,2026-09-03T07:27:00Z,U_REG_0458,168.06,372,D_REG_0951,IP_REG_1188,C_REG_1864,M_149,0,2,1,1,1,0,NONE
TXN_V3_002944,2026-09-04T19:45:37Z,U_BIZ_CLIENT_038,4508.11,951,D_BIZ_012,IP_BIZ_008,C_BIZ_036,M_SUPPLIER_04,1,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_001717,2026-09-02T17:18:41Z,U_CAFE_046,25.46,91,D_CAFE_CUST_029,IP_PUBLIC_CAFE_01,C_CAFE_CUST_052,M_030,0,1,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_004527,2026-09-05T02:52:59Z,U_REG_1905,85.82,505,D_REG_1266,IP_REG_1011,C_REG_1422,M_090,1,5,1,1,1,0,NONE
TXN_V3_004218,2026-09-04T09:59:45Z,U_REG_0144,210.6,723,D_REG_0712,IP_REG_0735,C_REG_1522,M_120,0,4,0,1,1,0,NONE
TXN_V3_007520,2026-09-03T05:55:38Z,U_REG_0464,186.11,32,D_REG_0823,IP_REG_0115,C_REG_0859,M_129,0,4,0,1,1,0,NONE
TXN_V3_009525,2026-09-06T02:35:19Z,U_FARM_028,258.43,2,D_FARM_HUB_02,IP_FARM_PROXY_01,C_FARM_031,M_129,9,27,2,1,2,1,DEVICE_FARM
TXN_V3_002487,2026-09-02T23:56:30Z,U_BIZ_CLIENT_022,1241.76,179,D_BIZ_036,IP_BIZ_026,C_BIZ_024,M_SUPPLIER_04,1,3,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_004743,2026-09-03T12:35:29Z,U_REG_1317,147.79,822,D_REG_0679,IP_REG_0459,C_REG_0396,M_053,0,2,1,1,1,0,NONE
TXN_V3_009752,2026-09-04T22:07:47Z,U_BURST_018,185.35,0,D_BURST_009,IP_BURST_SUBNET_02,C_BURST_023,M_146,12,18,2,1,1,1,ACCOUNT_BURST
TXN_V3_001577,2026-09-05T22:14:05Z,U_OFFICE_070,60.38,841,D_EMP_026,IP_OFFICE_CORP_01,C_EMP_037,M_083,0,3,1,1,1,0,OFFICE_NETWORK
TXN_V3_002377,2026-09-01T18:05:08Z,U_BIZ_CLIENT_023,1725.29,679,D_BIZ_023,IP_BIZ_032,C_BIZ_025,M_SUPPLIER_01,2,7,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_008248,2026-09-02T23:40:50Z,U_REG_0424,215.81,796,D_REG_0070,IP_REG_0195,C_REG_0830,M_015,1,3,1,1,1,0,NONE
TXN_V3_000122,2026-09-05T23:29:52Z,U_FAMILY_FATHER_01,50000.0,800,D_FATHER_PHONE_01,IP_FAMILY_HOME_01,C_FATHER_BIZ_01,M_JEWELLERY_01,1,1,0,1,1,0,FAMILY_NETWORK
TXN_V3_001776,2026-09-04T02:15:21Z,U_CAFE_012,35.88,330,D_CAFE_CUST_046,IP_PUBLIC_CAFE_01,C_CAFE_CUST_008,M_064,0,1,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_009692,2026-09-01T18:15:17Z,U_CYCLE_016,226.25,29,D_CYCLE_001,IP_CYCLE_003,C_STOLEN_POOL_01,M_049,4,16,3,1,3,1,CARD_CYCLING
TXN_V3_007288,2026-09-02T22:05:58Z,U_REG_0321,106.83,171,D_REG_1069,IP_REG_0607,C_REG_1027,M_TARGET_HIGHVAL_99,0,1,1,1,1,0,NONE
TXN_V3_003134,2026-09-06T05:48:54Z,U_REG_0669,240.65,406,D_REG_1014,IP_REG_1414,C_REG_0189,M_071,1,4,0,1,1,0,NONE
TXN_V3_000697,2026-09-04T03:08:03Z,U_HOSTEL_026,23.29,256,D_STUDENT_040,IP_HOSTEL_WIFI_03,C_STUDENT_016,M_071,0,3,0,2,1,0,HOSTEL_NETWORK
TXN_V3_000137,2026-09-04T04:58:02Z,U_FAMILY_FATHER_01,50000.0,800,D_FATHER_PHONE_01,IP_FAMILY_HOME_01,C_FATHER_BIZ_01,M_JEWELLERY_01,2,2,0,1,1,0,FAMILY_NETWORK
TXN_V3_004395,2026-09-05T22:55:57Z,U_REG_1167,63.96,617,D_REG_1059,IP_REG_0890,C_REG_0441,M_107,0,3,1,1,1,0,NONE
TXN_V3_009627,2026-09-03T10:51:47Z,U_CYCLE_005,257.38,32,D_CYCLE_013,IP_CYCLE_007,C_STOLEN_POOL_03,M_014,5,11,4,1,3,1,CARD_CYCLING
TXN_V3_000101,2026-09-03T04:15:17Z,U_FAMILY_SON_01,500.0,180,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_SON_01,M_STATIONERY_01,1,3,0,1,1,0,FAMILY_NETWORK
TXN_V3_003457,2026-09-02T16:24:05Z,U_REG_0440,117.95,648,D_REG_0922,IP_REG_0544,C_REG_0529,M_149,1,2,1,1,1,0,NONE
TXN_V3_009371,2026-09-04T06:14:48Z,U_INDIV_V3_026,1979.22,2,D_INDIV_V3_042,IP_INDIV_V3_040,C_INDIV_V3_042,M_125,5,28,3,3,4,1,INDIVIDUAL_FRAUD
TXN_V3_001243,2026-09-05T10:13:06Z,U_OFFICE_066,63.29,818,D_EMP_007,IP_OFFICE_CORP_01,C_EMP_027,M_133,1,2,0,1,1,0,OFFICE_NETWORK
TXN_V3_006699,2026-09-02T21:13:52Z,U_REG_0297,82.28,426,D_REG_0314,IP_PUBLIC_CAFE_01,C_REG_0540,M_142,0,5,0,1,1,0,NONE
TXN_V3_000494,2026-09-03T17:38:29Z,U_HOSTEL_022,35.89,200,D_STUDENT_048,IP_HOSTEL_WIFI_03,C_STUDENT_031,M_118,0,3,0,1,1,0,HOSTEL_NETWORK
TXN_V3_002863,2026-09-06T03:12:36Z,U_BIZ_CLIENT_020,583.26,989,D_BIZ_009,IP_BIZ_032,C_BIZ_018,M_SUPPLIER_01,1,8,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_002409,2026-09-01T10:21:55Z,U_BIZ_CLIENT_009,1469.87,120,D_BIZ_026,IP_BIZ_037,C_BIZ_007,M_SUPPLIER_03,0,2,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_000144,2026-09-01T18:02:33Z,U_STATIONERY_OWNER_01,15000.0,450,D_STATIONERY_POS_01,IP_STATIONERY_BIZ_01,C_STATIONERY_BIZ_01,M_JEWELLERY_01,1,1,0,1,1,0,FAMILY_NETWORK
TXN_V3_000686,2026-09-03T09:31:58Z,U_HOSTEL_031,21.48,60,D_STUDENT_020,IP_HOSTEL_WIFI_03,C_STUDENT_050,M_042,1,5,0,1,1,0,HOSTEL_NETWORK
TXN_V3_000060,2026-09-05T13:26:54Z,U_FAMILY_DAUGHTER_01,44.69,350,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_HOME_01,M_020,0,1,0,1,1,0,FAMILY_NETWORK
TXN_V3_007592,2026-09-01T17:46:02Z,U_REG_0723,115.04,646,D_REG_0350,IP_REG_1402,C_REG_0649,M_008,1,4,1,1,1,0,NONE
TXN_V3_002763,2026-09-03T20:02:26Z,U_BIZ_CLIENT_020,639.9,164,D_BIZ_029,IP_BIZ_004,C_BIZ_014,M_SUPPLIER_01,2,7,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_004841,2026-09-05T07:53:21Z,U_REG_0165,54.81,58,D_REG_0386,IP_REG_0522,C_REG_1522,M_024,1,3,0,1,1,0,NONE
TXN_V3_001610,2026-09-03T22:52:59Z,U_OFFICE_024,144.3,743,D_EMP_057,IP_OFFICE_CORP_01,C_EMP_004,M_053,0,3,1,1,1,0,OFFICE_NETWORK
TXN_V3_007400,2026-09-01T18:47:23Z,U_REG_1873,123.58,70,D_REG_0470,IP_REG_0310,C_REG_0194,M_135,0,5,0,1,1,0,NONE
TXN_V3_009272,2026-09-04T18:28:00Z,U_INDIV_V3_111,885.89,8,D_INDIV_V3_113,IP_INDIV_V3_080,C_INDIV_V3_163,M_061,4,12,4,3,5,1,INDIVIDUAL_FRAUD
TXN_V3_001319,2026-09-04T11:23:32Z,U_OFFICE_068,110.56,453,D_EMP_075,IP_OFFICE_CORP_01,C_EMP_066,M_110,1,2,0,1,1,0,OFFICE_NETWORK
TXN_V3_003475,2026-09-06T07:21:51Z,U_REG_1214,169.03,673,D_REG_1096,IP_REG_1422,C_REG_1221,M_TARGET_HIGHVAL_99,0,3,0,1,1,0,NONE
TXN_V3_007909,2026-09-03T07:57:48Z,U_REG_0917,156.33,792,D_REG_0074,IP_REG_0186,C_REG_0861,M_008,0,3,1,1,1,0,NONE
TXN_V3_005395,2026-09-05T19:05:01Z,U_REG_1217,225.83,86,D_REG_0900,IP_REG_0289,C_REG_0721,M_076,0,3,0,1,1,0,NONE
TXN_V3_004726,2026-09-05T04:39:59Z,U_REG_1304,187.3,552,D_REG_0806,IP_REG_1474,C_REG_0562,M_124,0,3,0,1,1,0,NONE
TXN_V3_000037,2026-09-03T12:51:46Z,U_FAMILY_DAUGHTER_01,27.53,350,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_HOME_01,M_031,2,1,0,1,1,0,FAMILY_NETWORK
TXN_V3_008440,2026-09-06T04:43:39Z,U_REG_1913,42.27,661,D_REG_0695,IP_REG_0110,C_REG_0384,M_030,0,5,1,1,1,0,NONE
TXN_V3_008016,2026-09-05T02:31:08Z,U_REG_0272,89.54,620,D_REG_0937,IP_REG_1129,C_REG_0339,M_126,0,4,0,1,1,0,NONE
TXN_V3_006610,2026-09-05T21:17:46Z,U_REG_1487,196.41,54,D_REG_0470,IP_REG_0802,C_REG_0701,M_032,0,1,1,1,1,0,NONE
TXN_V3_006571,2026-09-06T05:09:02Z,U_REG_0524,104.32,628,D_REG_1178,IP_REG_1464,C_REG_0191,M_057,0,3,0,1,1,0,NONE
TXN_V3_006697,2026-09-03T20:58:53Z,U_REG_0536,137.11,678,D_REG_0560,IP_REG_0325,C_REG_1901,M_052,0,3,1,1,1,0,NONE
TXN_V3_007687,2026-09-04T02:24:22Z,U_REG_0720,245.34,635,D_REG_0149,IP_REG_0232,C_REG_0491,M_077,0,5,0,1,1,0,NONE
TXN_V3_006878,2026-09-02T08:12:06Z,U_REG_1849,84.96,613,D_REG_0813,IP_REG_1410,C_REG_1179,M_089,1,1,0,1,1,0,NONE
TXN_V3_007351,2026-09-04T13:01:18Z,U_REG_1242,155.99,114,D_REG_0476,IP_REG_0389,C_REG_0671,M_097,0,5,0,1,1,0,NONE
TXN_V3_008040,2026-09-05T16:16:34Z,U_REG_0990,40.58,598,D_REG_0793,IP_REG_1127,C_REG_0619,M_026,0,1,1,1,1,0,NONE
TXN_V3_002760,2026-09-04T09:06:31Z,U_BIZ_CLIENT_001,3550.1,803,D_BIZ_025,IP_BIZ_018,C_BIZ_015,M_SUPPLIER_04,2,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_000326,2026-09-02T00:08:41Z,U_HOSTEL_032,32.82,83,D_STUDENT_041,IP_HOSTEL_WIFI_03,C_STUDENT_033,M_074,0,1,0,1,1,0,HOSTEL_NETWORK
TXN_V3_001734,2026-09-03T17:16:25Z,U_CAFE_018,60.2,294,D_CAFE_CUST_030,IP_PUBLIC_CAFE_01,C_CAFE_CUST_042,M_088,2,3,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_003927,2026-09-03T06:44:35Z,U_REG_0431,31.4,763,D_REG_1083,IP_REG_0629,C_REG_1632,M_129,0,2,0,1,1,0,NONE
TXN_V3_002767,2026-09-01T20:56:05Z,U_BIZ_CLIENT_005,4716.77,330,D_BIZ_035,IP_BIZ_001,C_BIZ_028,M_SUPPLIER_04,2,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_004100,2026-09-06T05:00:26Z,U_REG_0863,94.89,837,D_REG_1307,IP_REG_0444,C_REG_0452,M_048,2,4,1,1,1,0,NONE
TXN_V3_009481,2026-09-05T19:29:12Z,U_INDIV_V3_130,1162.59,11,D_INDIV_V3_147,IP_INDIV_V3_032,C_INDIV_V3_154,M_067,6,17,4,3,4,1,INDIVIDUAL_FRAUD
TXN_V3_004503,2026-09-03T05:17:01Z,U_REG_1768,90.85,683,D_REG_1013,IP_REG_1131,C_REG_1309,M_034,0,2,0,1,1,0,NONE
TXN_V3_002809,2026-09-01T09:38:48Z,U_BIZ_CLIENT_038,4517.55,340,D_BIZ_001,IP_BIZ_020,C_BIZ_021,M_SUPPLIER_02,2,4,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_009900,2026-09-05T13:49:47Z,U_DIST_027,85.63,15,D_DIST_029,IP_DIST_PROXY_01,C_DIST_030,M_TARGET_HIGHVAL_99,3,8,0,1,1,1,DISTRIBUTED_ABUSE
TXN_V3_009197,2026-09-02T13:36:05Z,U_INDIV_V3_058,1945.32,5,D_INDIV_V3_158,IP_INDIV_V3_166,C_INDIV_V3_113,M_141,11,23,4,2,4,1,INDIVIDUAL_FRAUD
TXN_V3_008244,2026-09-03T22:01:00Z,U_REG_1920,206.56,775,D_REG_1182,IP_REG_0090,C_REG_1076,M_004,0,2,0,1,1,0,NONE
TXN_V3_001512,2026-09-03T01:06:46Z,U_OFFICE_079,98.97,807,D_EMP_014,IP_OFFICE_CORP_01,C_EMP_032,M_058,2,3,0,1,1,0,OFFICE_NETWORK
TXN_V3_002432,2026-09-05T04:25:45Z,U_BIZ_CLIENT_014,1549.27,478,D_BIZ_039,IP_BIZ_021,C_BIZ_027,M_SUPPLIER_02,1,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_006565,2026-09-01T09:27:20Z,U_REG_1013,120.95,900,D_REG_0118,IP_REG_0393,C_REG_1061,M_057,0,3,0,1,1,0,NONE
TXN_V3_007528,2026-09-04T04:47:18Z,U_REG_1687,232.18,863,D_REG_1314,IP_REG_1353,C_REG_1085,M_090,1,5,1,1,1,0,NONE
TXN_V3_002548,2026-09-02T13:56:05Z,U_BIZ_CLIENT_036,1501.0,579,D_BIZ_029,IP_BIZ_023,C_BIZ_033,M_SUPPLIER_04,0,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_007314,2026-09-03T17:06:19Z,U_REG_1805,142.44,268,D_REG_1237,IP_REG_0258,C_REG_1006,M_121,0,1,1,1,1,0,NONE
TXN_V3_006130,2026-09-03T14:24:01Z,U_REG_0671,121.45,429,D_REG_1068,IP_REG_1374,C_REG_0621,M_040,0,4,0,1,1,0,NONE
TXN_V3_006889,2026-09-01T17:19:58Z,U_REG_0863,41.3,577,D_REG_0613,IP_REG_0440,C_REG_1527,M_063,0,4,0,1,1,0,NONE
TXN_V3_008729,2026-09-03T22:46:05Z,U_REG_1012,55.54,30,D_REG_0488,IP_REG_0423,C_REG_1291,M_011,0,5,0,1,1,0,NONE
TXN_V3_003669,2026-09-05T04:39:42Z,U_REG_1344,215.54,826,D_REG_0692,IP_REG_0919,C_REG_0830,M_020,1,5,0,1,1,0,NONE
TXN_V3_003635,2026-09-04T17:47:13Z,U_REG_1490,113.45,671,D_REG_1426,IP_REG_0424,C_REG_0193,M_114,0,1,0,1,1,0,NONE
TXN_V3_004683,2026-09-03T14:17:51Z,U_REG_1951,150.08,141,D_REG_0862,IP_REG_1131,C_REG_1558,M_031,1,4,1,1,1,0,NONE
TXN_V3_004525,2026-09-01T22:14:43Z,U_REG_0112,50.23,227,D_REG_0813,IP_REG_0849,C_REG_0669,M_TARGET_HIGHVAL_99,0,4,0,1,1,0,NONE
TXN_V3_003952,2026-09-05T20:29:23Z,U_REG_1661,212.56,800,D_REG_1365,IP_REG_1090,C_REG_1214,M_054,0,2,1,1,1,0,NONE
TXN_V3_000168,2026-09-01T15:28:56Z,U_FAMILY_SON_01,500.0,180,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_SON_01,M_STATIONERY_01,1,1,0,1,1,0,FAMILY_NETWORK
TXN_V3_003774,2026-09-04T09:46:38Z,U_REG_0190,204.16,163,D_REG_0976,IP_REG_1049,C_REG_0827,M_014,0,5,1,1,1,0,NONE
TXN_V3_007597,2026-09-01T18:16:53Z,U_REG_1497,43.41,865,D_REG_0196,IP_REG_0327,C_REG_1499,M_084,0,5,1,1,1,0,NONE
TXN_V3_008242,2026-09-01T20:25:43Z,U_REG_0154,135.28,145,D_REG_0779,IP_REG_1439,C_REG_0647,M_TARGET_HIGHVAL_99,0,1,1,1,1,0,NONE
TXN_V3_008205,2026-09-02T08:51:20Z,U_REG_0664,125.34,641,D_REG_1249,IP_REG_0093,C_REG_0605,M_115,0,1,0,1,1,0,NONE
TXN_V3_004342,2026-09-03T18:26:37Z,U_REG_0005,71.72,191,D_REG_1301,IP_REG_0219,C_REG_0974,M_075,0,1,0,1,1,0,NONE
TXN_V3_002564,2026-09-04T03:12:27Z,U_BIZ_CLIENT_006,1221.11,323,D_BIZ_003,IP_BIZ_029,C_BIZ_011,M_SUPPLIER_02,0,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_008362,2026-09-03T18:07:47Z,U_REG_0242,176.4,512,D_REG_0461,IP_REG_1416,C_REG_1790,M_012,0,1,1,1,1,0,NONE
TXN_V3_004060,2026-09-04T02:01:41Z,U_REG_1892,165.98,418,D_REG_0990,IP_REG_0146,C_REG_0745,M_069,0,3,0,1,1,0,NONE
TXN_V3_000538,2026-09-05T12:51:17Z,U_HOSTEL_049,97.55,80,D_STUDENT_022,IP_HOSTEL_WIFI_01,C_STUDENT_019,M_058,0,5,0,2,1,0,HOSTEL_NETWORK
TXN_V3_005227,2026-09-05T05:31:34Z,U_REG_0980,169.31,661,D_REG_1029,IP_REG_1389,C_REG_1792,M_008,0,2,0,1,1,0,NONE
TXN_V3_006777,2026-09-04T02:46:00Z,U_REG_1365,213.84,300,D_REG_1290,IP_REG_0748,C_REG_1715,M_085,1,4,0,1,1,0,NONE
TXN_V3_007985,2026-09-05T09:40:59Z,U_REG_1712,164.2,483,D_REG_0833,IP_REG_0862,C_REG_1259,M_TARGET_HIGHVAL_99,0,2,1,1,1,0,NONE
TXN_V3_001120,2026-09-06T01:05:58Z,U_OFFICE_029,15.96,77,D_EMP_012,IP_OFFICE_CORP_01,C_EMP_031,M_093,1,5,0,1,1,0,OFFICE_NETWORK
TXN_V3_008291,2026-09-02T17:06:00Z,U_REG_1266,196.89,632,D_REG_0771,IP_REG_1005,C_REG_0231,M_141,0,1,0,1,1,0,NONE
