transaction_id,timestamp,user_id,amount,account_age_days,device_id,ip_id,card_id,merchant_id,transactions_last_hour,transactions_last_day,failed_transactions,unique_devices,unique_cards,is_fraud,fraud_scenario
TXN_V5_507875,2026-09-18T22:16:03Z,U_841458,166.83,488,DEV_191458,IP_581458,CARD_721458,MERCH_380002,0,5,0,1,1,0,NONE
TXN_V5_500712,2026-09-16T15:25:00Z,U_840040,266.55,580,DEV_190040,IP_580003,CARD_720040,MERCH_380128,2,2,0,1,1,0,OFFICE_NETWORK
TXN_V5_506332,2026-09-15T23:32:24Z,U_842149,255.62,315,DEV_192149,IP_582149,CARD_722149,MERCH_380058,0,5,0,1,1,0,NONE
TXN_V5_508517,2026-09-15T10:31:51Z,U_841667,12.76,3,DEV_191667,IP_581667,CARD_721667,MERCH_380139,0,4,0,1,1,0,NONE
TXN_V5_503057,2026-09-18T20:23:53Z,U_842226,716.84,21,DEV_192226,IP_582226,CARD_722226,MERCH_380042,2,1,0,1,1,0,NONE
TXN_V5_505708,2026-09-19T17:21:05Z,U_841032,195.15,584,DEV_191032,IP_581032,CARD_721032,MERCH_380035,0,5,0,1,1,0,NONE
TXN_V5_504856,2026-09-15T18:08:55Z,U_842490,740.96,613,DEV_192490,IP_582490,CARD_722490,MERCH_380123,1,4,1,1,1,0,NONE
TXN_V5_503234,2026-09-15T15:05:12Z,U_842265,61.44,569,DEV_192265,IP_582265,CARD_722265,MERCH_380049,0,3,0,1,1,0,NONE
TXN_V5_505162,2026-09-15T17:02:37Z,U_841189,568.22,23,DEV_191189,IP_581189,CARD_721189,MERCH_380148,0,4,0,1,1,0,NONE
TXN_V5_503884,2026-09-19T23:12:49Z,U_841038,3464.14,299,DEV_191038,IP_581038,CARD_721038,MERCH_380148,0,3,0,1,1,0,NONE
TXN_V5_504488,2026-09-16T16:28:08Z,U_842543,309.71,470,DEV_192543,IP_582543,CARD_722543,MERCH_380025,0,2,1,1,1,0,NONE
TXN_V5_503434,2026-09-19T12:42:26Z,U_841211,673.45,17,DEV_191211,IP_581211,CARD_721211,MERCH_380121,0,2,1,1,1,0,NONE
TXN_V5_507663,2026-09-17T13:30:09Z,U_842331,2254.0,385,DEV_192331,IP_582331,CARD_722331,MERCH_380063,0,2,0,1,1,0,NONE
TXN_V5_502651,2026-09-19T22:44:27Z,U_840334,726.04,197,DEV_190334,IP_580334,CARD_720334,MERCH_380005,1,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_507803,2026-09-19T03:53:06Z,U_842202,180.96,249,DEV_192202,IP_582202,CARD_722202,MERCH_380147,0,5,0,1,1,0,NONE
TXN_V5_504971,2026-09-15T18:52:33Z,U_842971,256.07,6,DEV_192971,IP_582971,CARD_722971,MERCH_380098,1,5,0,1,1,0,NONE
TXN_V5_508945,2026-09-19T05:59:13Z,U_841730,437.91,21,DEV_191730,IP_581730,CARD_721730,MERCH_380137,0,3,1,1,1,0,NONE
TXN_V5_500966,2026-09-19T09:49:12Z,U_840038,124.72,213,DEV_190038,IP_580003,CARD_720038,MERCH_380122,3,4,1,1,1,0,OFFICE_NETWORK
TXN_V5_500494,2026-09-20T03:25:26Z,U_840035,248.04,97,DEV_190035,IP_580003,CARD_720035,MERCH_380063,2,1,0,1,1,0,OFFICE_NETWORK
TXN_V5_504131,2026-09-18T05:14:08Z,U_841214,237.81,17,DEV_191214,IP_581214,CARD_721214,MERCH_380044,1,6,0,1,1,0,NONE
TXN_V5_506160,2026-09-20T03:01:55Z,U_842034,3345.61,23,DEV_192034,IP_582034,CARD_722034,MERCH_380037,1,5,0,1,1,0,NONE
TXN_V5_506352,2026-09-18T07:26:41Z,U_841446,152.12,701,DEV_191446,IP_581446,CARD_721446,MERCH_380080,1,4,1,1,1,0,NONE
TXN_V5_505212,2026-09-20T07:15:13Z,U_841383,148.48,24,DEV_191383,IP_581383,CARD_721383,MERCH_380107,1,4,1,1,1,0,NONE
TXN_V5_502497,2026-09-17T04:00:32Z,U_840335,3773.97,313,DEV_190335,IP_580335,CARD_720335,MERCH_380008,2,3,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_504013,2026-09-17T00:55:39Z,U_841393,559.87,570,DEV_191393,IP_581393,CARD_721393,MERCH_380011,0,6,0,1,1,0,NONE
TXN_V5_506166,2026-09-16T06:37:35Z,U_841784,513.09,627,DEV_191784,IP_581784,CARD_721784,MERCH_380033,2,4,0,1,1,0,NONE
TXN_V5_506019,2026-09-17T20:06:04Z,U_842900,695.9,11,DEV_192900,IP_582900,CARD_722900,MERCH_380033,0,2,0,1,1,0,NONE
TXN_V5_503547,2026-09-19T06:39:44Z,U_842985,595.95,882,DEV_192985,IP_582985,CARD_722985,MERCH_380010,0,5,0,1,1,0,NONE
TXN_V5_500510,2026-09-18T00:48:13Z,U_840049,370.68,178,DEV_190049,IP_580003,CARD_720049,MERCH_380028,1,5,0,1,1,0,OFFICE_NETWORK
TXN_V5_503763,2026-09-19T14:25:46Z,U_842458,523.25,167,DEV_192458,IP_582458,CARD_722458,MERCH_380133,0,2,0,1,1,0,NONE
TXN_V5_506155,2026-09-18T16:59:46Z,U_842374,220.36,522,DEV_192374,IP_582374,CARD_722374,MERCH_380124,0,1,0,1,1,0,NONE
TXN_V5_507915,2026-09-17T10:14:05Z,U_841428,71.99,18,DEV_191428,IP_581428,CARD_721428,MERCH_380018,0,3,0,1,1,0,NONE
TXN_V5_506015,2026-09-17T02:38:42Z,U_842491,20.53,818,DEV_192491,IP_582491,CARD_722491,MERCH_380045,0,2,0,1,1,0,NONE
TXN_V5_507651,2026-09-15T08:31:56Z,U_841662,565.03,18,DEV_191662,IP_581662,CARD_721662,MERCH_380137,0,6,0,1,1,0,NONE
TXN_V5_503207,2026-09-16T22:08:51Z,U_841336,2089.82,536,DEV_191336,IP_581336,CARD_721336,MERCH_380143,1,6,0,1,1,0,NONE
TXN_V5_501240,2026-09-18T22:46:42Z,U_840100,78.01,243,DEV_190100,IP_580004,CARD_720100,MERCH_380129,2,4,0,1,1,0,HOSTEL_NETWORK
TXN_V5_508413,2026-09-17T04:13:46Z,U_842006,52.63,73,DEV_192006,IP_582006,CARD_722006,MERCH_380050,0,2,0,1,1,0,NONE
TXN_V5_506750,2026-09-18T09:44:16Z,U_841241,6.13,25,DEV_191241,IP_581241,CARD_721241,MERCH_380040,0,2,1,1,1,0,NONE
TXN_V5_500722,2026-09-16T22:12:32Z,U_840073,413.9,764,DEV_190073,IP_580003,CARD_720073,MERCH_380146,2,2,0,1,1,0,OFFICE_NETWORK
TXN_V5_503796,2026-09-17T18:38:01Z,U_842063,1860.35,873,DEV_192063,IP_582063,CARD_722063,MERCH_380063,0,4,0,1,1,0,NONE
TXN_V5_503583,2026-09-19T03:26:45Z,U_842329,385.36,20,DEV_192329,IP_582329,CARD_722329,MERCH_380002,0,1,0,1,1,0,NONE
TXN_V5_502722,2026-09-17T08:10:33Z,U_840314,1598.6,765,DEV_190314,IP_580314,CARD_720314,MERCH_380002,0,3,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_507011,2026-09-18T17:37:14Z,U_841385,763.24,403,DEV_191385,IP_581385,CARD_721385,MERCH_380100,0,1,0,1,1,0,NONE
TXN_V5_500906,2026-09-16T19:11:17Z,U_840066,311.05,229,DEV_190066,IP_580003,CARD_720066,MERCH_380111,0,4,0,1,1,0,OFFICE_NETWORK
TXN_V5_500021,2026-09-16T13:18:53Z,U_840002,45000.0,380,DEV_190002,IP_580001,CARD_720003,MERCH_380002,1,1,0,1,1,0,FAMILY_NETWORK
TXN_V5_501869,2026-09-17T09:02:35Z,U_840218,131.88,431,DEV_190218,IP_580005,CARD_720218,MERCH_380065,0,3,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V5_507200,2026-09-18T23:27:04Z,U_842421,606.21,10,DEV_192421,IP_582421,CARD_722421,MERCH_380124,0,1,0,1,1,0,NONE
TXN_V5_502396,2026-09-18T16:11:08Z,U_840330,4483.18,980,DEV_190330,IP_580330,CARD_720330,MERCH_380001,2,4,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_507936,2026-09-17T22:04:27Z,U_841785,564.99,5,DEV_191785,IP_581785,CARD_721785,MERCH_380064,2,3,1,1,1,0,NONE
TXN_V5_504038,2026-09-16T10:40:50Z,U_842588,214.54,806,DEV_192588,IP_582588,CARD_722588,MERCH_380103,3,4,1,1,1,0,NONE
TXN_V5_501226,2026-09-17T02:01:03Z,U_840127,56.9,92,DEV_190127,IP_580004,CARD_720127,MERCH_380035,2,4,0,1,1,0,HOSTEL_NETWORK
TXN_V5_502374,2026-09-19T15:18:00Z,U_840322,3522.58,843,DEV_190322,IP_580322,CARD_720322,MERCH_380002,0,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_505029,2026-09-18T18:26:10Z,U_842621,462.83,8,DEV_192621,IP_582621,CARD_722621,MERCH_380088,0,4,0,1,1,0,NONE
TXN_V5_504910,2026-09-17T09:39:17Z,U_841028,171.63,5,DEV_191028,IP_581028,CARD_721028,MERCH_380043,0,5,0,1,1,0,NONE
TXN_V5_507368,2026-09-17T00:35:36Z,U_841810,35.59,9,DEV_191810,IP_581810,CARD_721810,MERCH_380065,0,5,0,1,1,0,NONE
TXN_V5_505208,2026-09-17T08:59:54Z,U_841109,354.52,160,DEV_191109,IP_581109,CARD_721109,MERCH_380027,0,1,1,1,1,0,NONE
TXN_V5_502641,2026-09-17T17:09:05Z,U_840332,1702.92,768,DEV_190332,IP_580332,CARD_720332,MERCH_380004,0,4,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_504469,2026-09-15T20:21:03Z,U_841320,772.06,11,DEV_191320,IP_581320,CARD_721320,MERCH_380056,0,1,0,1,1,0,NONE
TXN_V5_502057,2026-09-18T08:21:19Z,U_840207,145.26,344,DEV_190207,IP_580005,CARD_720207,MERCH_380060,2,4,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V5_503456,2026-09-18T07:55:27Z,U_841251,208.34,3,DEV_191251,IP_581251,CARD_721251,MERCH_380069,0,3,1,1,1,0,NONE
TXN_V5_509384,2026-09-15T18:55:59Z,U_845088,55.9,5,DEV_195088,IP_585088,CARD_725088,MERCH_380075,9,19,1,4,3,1,INDIVIDUAL_FRAUD
TXN_V5_504111,2026-09-18T00:38:07Z,U_842112,721.3,699,DEV_192112,IP_582112,CARD_722112,MERCH_380141,0,2,1,1,1,0,NONE
TXN_V5_507135,2026-09-17T13:46:42Z,U_842448,687.78,9,DEV_192448,IP_582448,CARD_722448,MERCH_380067,0,6,0,1,1,0,NONE
TXN_V5_503878,2026-09-19T11:25:09Z,U_841548,3216.95,740,DEV_191548,IP_581548,CARD_721548,MERCH_380122,0,6,0,1,1,0,NONE
TXN_V5_504718,2026-09-20T06:32:13Z,U_842059,140.0,854,DEV_192059,IP_582059,CARD_722059,MERCH_380125,0,1,0,1,1,0,NONE
TXN_V5_501495,2026-09-19T06:33:13Z,U_840106,55.95,21,DEV_190106,IP_580004,CARD_720106,MERCH_380106,0,1,0,1,1,0,HOSTEL_NETWORK
TXN_V5_507446,2026-09-17T05:33:25Z,U_842862,486.95,454,DEV_192862,IP_582862,CARD_722862,MERCH_380068,0,3,0,1,1,0,NONE
TXN_V5_501873,2026-09-16T23:21:22Z,U_840236,81.13,437,DEV_190236,IP_580005,CARD_720236,MERCH_380065,0,1,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V5_507324,2026-09-19T09:50:02Z,U_842178,591.47,46,DEV_192178,IP_582178,CARD_722178,MERCH_380022,0,3,1,1,1,0,NONE
TXN_V5_504942,2026-09-19T07:07:59Z,U_842553,493.92,10,DEV_192553,IP_582553,CARD_722553,MERCH_380026,1,3,1,1,1,0,NONE
TXN_V5_509440,2026-09-18T12:48:39Z,U_845083,1201.28,11,DEV_195083,IP_585083,CARD_725083,MERCH_380052,4,13,2,4,4,1,INDIVIDUAL_FRAUD
TXN_V5_505407,2026-09-15T19:14:51Z,U_841581,200.06,22,DEV_191581,IP_581581,CARD_721581,MERCH_380034,0,1,0,1,1,0,NONE
TXN_V5_503730,2026-09-16T14:30:54Z,U_842412,501.81,26,DEV_192412,IP_582412,CARD_722412,MERCH_380063,0,4,0,1,1,0,NONE
TXN_V5_507209,2026-09-16T14:33:45Z,U_842592,652.02,739,DEV_192592,IP_582592,CARD_722592,MERCH_380147,1,4,0,1,1,0,NONE
TXN_V5_501466,2026-09-20T06:24:33Z,U_840107,91.14,19,DEV_190107,IP_580004,CARD_720107,MERCH_380134,2,2,0,1,1,0,HOSTEL_NETWORK
TXN_V5_500614,2026-09-19T23:32:18Z,U_840086,370.31,789,DEV_190086,IP_580003,CARD_720086,MERCH_380106,3,4,1,1,1,0,OFFICE_NETWORK
TXN_V5_504911,2026-09-18T20:41:19Z,U_842131,671.93,9,DEV_192131,IP_582131,CARD_722131,MERCH_380076,0,4,1,1,1,0,NONE
TXN_V5_502571,2026-09-18T10:10:28Z,U_840335,738.07,482,DEV_190335,IP_580335,CARD_720335,MERCH_380003,2,7,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_508798,2026-09-18T06:17:59Z,U_842693,271.08,524,DEV_192693,IP_582693,CARD_722693,MERCH_380069,0,5,0,1,1,0,NONE
TXN_V5_509769,2026-09-20T07:33:35Z,U_846207,368.32,0,DEV_196206,IP_586201,CARD_726207,MERCH_380109,6,16,1,1,1,1,ACCOUNT_BURST
TXN_V5_500554,2026-09-16T11:50:53Z,U_840072,87.57,168,DEV_190072,IP_580003,CARD_720072,MERCH_380121,0,5,0,1,1,0,OFFICE_NETWORK
TXN_V5_501563,2026-09-19T10:57:34Z,U_840131,10.2,42,DEV_190131,IP_580004,CARD_720131,MERCH_380032,0,4,0,1,1,0,HOSTEL_NETWORK
TXN_V5_500365,2026-09-17T17:03:28Z,U_840059,85.59,109,DEV_190059,IP_580003,CARD_720059,MERCH_380079,2,4,1,1,1,0,OFFICE_NETWORK
TXN_V5_505793,2026-09-16T04:15:08Z,U_841656,110.64,21,DEV_191656,IP_581656,CARD_721656,MERCH_380128,0,4,1,1,1,0,NONE
TXN_V5_501513,2026-09-18T11:31:34Z,U_840147,84.37,30,DEV_190147,IP_580004,CARD_720147,MERCH_380143,0,3,0,1,1,0,HOSTEL_NETWORK
TXN_V5_508840,2026-09-16T02:00:12Z,U_841436,298.86,108,DEV_191436,IP_581436,CARD_721436,MERCH_380005,0,4,1,1,1,0,NONE
TXN_V5_504089,2026-09-16T00:48:48Z,U_841593,99.7,17,DEV_191593,IP_581593,CARD_721593,MERCH_380013,1,2,0,1,1,0,NONE
TXN_V5_505330,2026-09-18T02:56:07Z,U_841302,274.36,499,DEV_191302,IP_581302,CARD_721302,MERCH_380021,0,3,1,1,1,0,NONE
TXN_V5_505779,2026-09-15T12:07:57Z,U_841602,172.36,80,DEV_191602,IP_581602,CARD_721602,MERCH_380044,0,1,0,1,1,0,NONE
TXN_V5_507530,2026-09-16T15:17:51Z,U_842595,210.65,18,DEV_192595,IP_582595,CARD_722595,MERCH_380028,0,1,1,1,1,0,NONE
TXN_V5_502597,2026-09-20T02:52:11Z,U_840338,698.69,168,DEV_190338,IP_580338,CARD_720338,MERCH_380005,1,2,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_506779,2026-09-16T03:13:49Z,U_841653,747.02,26,DEV_191653,IP_581653,CARD_721653,MERCH_380057,0,2,1,1,1,0,NONE
TXN_V5_503692,2026-09-19T15:20:45Z,U_842507,485.62,850,DEV_192507,IP_582507,CARD_722507,MERCH_380032,0,3,0,1,1,0,NONE
TXN_V5_504408,2026-09-16T21:05:37Z,U_842981,101.21,12,DEV_192981,IP_582981,CARD_722981,MERCH_380128,0,3,1,1,1,0,NONE
TXN_V5_507494,2026-09-17T17:17:52Z,U_841956,252.56,196,DEV_191956,IP_581956,CARD_721956,MERCH_380146,1,3,0,1,1,0,NONE
TXN_V5_500899,2026-09-18T12:50:31Z,U_840070,107.7,80,DEV_190070,IP_580003,CARD_720070,MERCH_380126,0,2,1,1,1,0,OFFICE_NETWORK
TXN_V5_504458,2026-09-19T17:20:28Z,U_842676,745.96,224,DEV_192676,IP_582676,CARD_722676,MERCH_380039,0,5,1,1,1,0,NONE
TXN_V5_503266,2026-09-16T18:14:38Z,U_841633,224.55,29,DEV_191633,IP_581633,CARD_721633,MERCH_380119,0,2,0,1,1,0,NONE
TXN_V5_507942,2026-09-17T07:26:54Z,U_842726,481.43,406,DEV_192726,IP_582726,CARD_722726,MERCH_380035,0,2,0,1,1,0,NONE
TXN_V5_500228,2026-09-19T11:17:05Z,U_840001,500.0,380,DEV_190001,IP_580001,CARD_720001,MERCH_380001,2,3,0,1,1,0,FAMILY_NETWORK
TXN_V5_503035,2026-09-16T21:54:27Z,U_841579,331.99,501,DEV_191579,IP_581579,CARD_721579,MERCH_380009,0,4,1,1,1,0,NONE
TXN_V5_504503,2026-09-15T15:57:25Z,U_842746,229.57,6,DEV_192746,IP_582746,CARD_722746,MERCH_380011,2,1,0,1,1,0,NONE
TXN_V5_504920,2026-09-16T18:16:57Z,U_841146,511.06,38,DEV_191146,IP_581146,CARD_721146,MERCH_380110,0,1,0,1,1,0,NONE
TXN_V5_504649,2026-09-19T06:02:01Z,U_842246,361.06,522,DEV_192246,IP_582246,CARD_722246,MERCH_380099,3,2,0,1,1,0,NONE
TXN_V5_503927,2026-09-19T07:15:54Z,U_842478,728.53,588,DEV_192478,IP_582478,CARD_722478,MERCH_380101,0,6,0,1,1,0,NONE
TXN_V5_500962,2026-09-17T16:32:59Z,U_840048,146.27,105,DEV_190048,IP_580003,CARD_720048,MERCH_380061,1,1,0,1,1,0,OFFICE_NETWORK
TXN_V5_504081,2026-09-18T22:48:44Z,U_842561,717.38,26,DEV_192561,IP_582561,CARD_722561,MERCH_380124,0,3,0,1,1,0,NONE
TXN_V5_502098,2026-09-18T15:25:23Z,U_840209,19.51,110,DEV_190209,IP_580005,CARD_720209,MERCH_380016,2,3,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V5_505198,2026-09-18T12:16:04Z,U_841816,439.23,7,DEV_191816,IP_581816,CARD_721816,MERCH_380108,0,2,1,1,1,0,NONE
TXN_V5_501445,2026-09-19T01:19:44Z,U_840108,59.13,106,DEV_190108,IP_580004,CARD_720108,MERCH_380048,2,3,1,1,1,0,HOSTEL_NETWORK
TXN_V5_504058,2026-09-16T22:08:34Z,U_842312,748.51,152,DEV_192312,IP_582312,CARD_722312,MERCH_380123,0,4,0,1,1,0,NONE
TXN_V5_502324,2026-09-15T15:50:49Z,U_840306,2103.87,592,DEV_190306,IP_580306,CARD_720306,MERCH_380005,2,4,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V5_500796,2026-09-16T21:21:59Z,U_840055,65.05,563,DEV_190055,IP_580003,CARD_720055,MERCH_380112,1,4,1,1,1,0,OFFICE_NETWORK
TXN_V5_501268,2026-09-16T19:37:05Z,U_840140,77.45,62,DEV_190140,IP_580004,CARD_720140,MERCH_380125,1,2,1,1,1,0,HOSTEL_NETWORK
TXN_V5_509307,2026-09-18T03:08:45Z,U_845051,33.61,1,DEV_195051,IP_585051,CARD_725051,MERCH_380062,8,10,2,3,3,1,INDIVIDUAL_FRAUD
TXN_V5_509969,2026-09-16T20:53:55Z,U_846300,21.47,97,DEV_196301,IP_586301,CARD_726309,MERCH_380088,2,8,1,1,1,1,DISTRIBUTED_ABUSE
TXN_V5_506757,2026-09-15T21:17:21Z,U_841664,251.84,13,DEV_191664,IP_581664,CARD_721664,MERCH_380021,1,5,0,1,1,0,NONE
TXN_V5_500104,2026-09-18T01:27:56Z,U_840002,45000.0,380,DEV_190002,IP_580001,CARD_720003,MERCH_380002,1,1,0,1,1,0,FAMILY_NETWORK
TXN_V5_500592,2026-09-19T15:33:43Z,U_840057,96.11,180,DEV_190057,IP_580003,CARD_720057,MERCH_380099,0,4,0,1,1,0,OFFICE_NETWORK
TXN_V5_503322,2026-09-19T02:51:00Z,U_841662,226.66,551,DEV_191662,IP_581662,CARD_721662,MERCH_380140,0,6,1,1,1,0,NONE
TXN_V5_506903,2026-09-16T12:47:47Z,U_842590,104.82,9,DEV_192590,IP_582590,CARD_722590,MERCH_380118,0,4,0,1,1,0,NONE
TXN_V5_508494,2026-09-16T02:17:20Z,U_842178,83.54,478,DEV_192178,IP_582178,CARD_722178,MERCH_380109,0,2,0,1,1,0,NONE
