transaction_id,user_id,amount,account_age_days,device_id,ip_id,card_id,merchant_id,transactions_last_hour,transactions_last_day,failed_transactions,unique_devices,unique_cards,is_fraud,fraud_scenario
TXN_V2_009653,U_CYCLE_018,214.18,93,D_CYCLE_004,IP_CYCLE_011,C_STOLEN_POOL_02,M_004,2,7,0,1,2,1,CARD_CYCLING
TXN_V2_000890,U_LEGIT_0999,142.73,131,D_LEGIT_1641,IP_LEGIT_1360,C_LEGIT_1945,M_123,1,1,0,1,1,0,NONE
TXN_V2_005629,U_LEGIT_1580,58.39,155,D_LEGIT_1167,IP_LEGIT_1012,C_LEGIT_1763,M_111,0,1,0,3,2,0,NONE
TXN_V2_005941,U_LEGIT_1193,847.12,318,D_LEGIT_1161,IP_LEGIT_0366,C_LEGIT_0012,M_115,0,2,0,1,2,0,NONE
TXN_V2_006572,U_LEGIT_0594,60.22,846,D_LEGIT_1818,IP_SHARED_BENIGN_10,C_LEGIT_1312,M_133,4,11,0,3,3,0,NONE
TXN_V2_001379,U_LEGIT_0951,1781.66,744,D_LEGIT_1050,IP_LEGIT_0570,C_LEGIT_2698,M_063,0,4,0,1,3,0,NONE
TXN_V2_007740,U_LEGIT_1140,171.02,477,D_LEGIT_0465,IP_LEGIT_0573,C_LEGIT_0306,M_099,1,2,0,1,1,0,NONE
TXN_V2_008666,U_LEGIT_2131,223.75,844,D_SHARED_BENIGN_13,IP_LEGIT_0014,C_LEGIT_0930,M_046,0,2,0,1,2,0,NONE
TXN_V2_005181,U_LEGIT_2423,115.85,6,D_SHARED_BENIGN_05,IP_LEGIT_0781,C_LEGIT_2157,M_098,0,3,1,1,1,0,NONE
TXN_V2_000838,U_LEGIT_0601,150.68,204,D_LEGIT_0199,IP_LEGIT_0278,C_LEGIT_1561,M_122,0,4,0,1,3,0,NONE
TXN_V2_008948,U_LEGIT_0094,248.33,64,D_SHARED_BENIGN_03,IP_SHARED_BENIGN_14,C_LEGIT_1228,M_141,0,3,0,1,1,0,NONE
TXN_V2_000506,U_LEGIT_1163,216.33,41,D_LEGIT_0597,IP_LEGIT_0144,C_LEGIT_1863,M_015,0,1,0,3,3,0,NONE
TXN_V2_007199,U_LEGIT_0226,16.66,26,D_SHARED_BENIGN_09,IP_SHARED_BENIGN_13,C_LEGIT_2784,M_031,0,2,0,1,2,0,NONE
TXN_V2_001077,U_LEGIT_1669,732.67,8,D_SHARED_BENIGN_04,IP_LEGIT_0835,C_LEGIT_0002,M_088,0,3,0,1,1,0,NONE
TXN_V2_008831,U_LEGIT_1792,99.26,806,D_LEGIT_1232,IP_LEGIT_1568,C_LEGIT_0657,M_119,3,11,0,1,3,0,NONE
TXN_V2_007656,U_LEGIT_0225,135.27,567,D_LEGIT_0983,IP_LEGIT_0660,C_LEGIT_1643,M_063,0,4,0,2,3,0,NONE
TXN_V2_005461,U_LEGIT_1438,236.16,430,D_LEGIT_0098,IP_LEGIT_1143,C_LEGIT_0566,M_143,0,3,0,3,3,0,NONE
TXN_V2_007360,U_LEGIT_2131,90.58,133,D_LEGIT_1307,IP_LEGIT_1550,C_LEGIT_2611,M_142,2,2,0,1,1,0,NONE
TXN_V2_009426,U_INDIV_0046,1898.33,149,D_INDIV_0022,IP_INDIV_0213,C_INDIV_0178,M_055,3,20,3,4,3,1,INDIVIDUAL_FRAUD
TXN_V2_009732,U_CYCLE_019,333.35,31,D_CYCLE_002,IP_CYCLE_022,C_STOLEN_POOL_02,M_038,5,17,1,1,4,1,CARD_CYCLING
TXN_V2_008504,U_LEGIT_2497,146.48,857,D_LEGIT_1020,IP_LEGIT_0811,C_LEGIT_1607,M_039,0,3,0,2,3,0,NONE
TXN_V2_007640,U_LEGIT_1382,1852.89,695,D_LEGIT_1673,IP_LEGIT_0416,C_LEGIT_0314,M_008,0,3,0,3,2,0,NONE
TXN_V2_007419,U_LEGIT_0580,67.2,918,D_LEGIT_0320,IP_LEGIT_0735,C_LEGIT_1632,M_075,0,1,0,2,1,0,NONE
TXN_V2_007789,U_LEGIT_1054,204.12,74,D_LEGIT_0258,IP_LEGIT_1000,C_LEGIT_1129,M_127,0,2,0,2,1,0,NONE
TXN_V2_006557,U_LEGIT_2198,1117.98,649,D_LEGIT_1216,IP_LEGIT_0204,C_LEGIT_1275,M_089,2,1,0,1,3,0,NONE
TXN_V2_002688,U_LEGIT_0083,82.18,824,D_SHARED_BENIGN_06,IP_LEGIT_0278,C_LEGIT_2605,M_116,5,12,0,2,3,0,NONE
TXN_V2_002963,U_LEGIT_0497,133.63,29,D_LEGIT_1206,IP_LEGIT_1017,C_LEGIT_1767,M_029,0,1,0,2,1,0,NONE
TXN_V2_007327,U_LEGIT_2136,1906.76,18,D_LEGIT_0887,IP_LEGIT_0577,C_LEGIT_1912,M_035,0,2,3,3,3,0,NONE
TXN_V2_000569,U_LEGIT_2422,112.31,226,D_LEGIT_0305,IP_LEGIT_0271,C_LEGIT_1644,M_010,0,1,0,2,1,0,NONE
TXN_V2_002454,U_LEGIT_1389,1162.9,111,D_LEGIT_0978,IP_LEGIT_0569,C_LEGIT_0971,M_113,0,4,0,1,1,0,NONE
TXN_V2_006505,U_LEGIT_0088,1017.67,798,D_LEGIT_1185,IP_LEGIT_0301,C_LEGIT_0664,M_061,0,2,0,2,1,0,NONE
TXN_V2_005524,U_LEGIT_0415,142.73,535,D_SHARED_BENIGN_10,IP_SHARED_BENIGN_01,C_LEGIT_2073,M_123,6,9,0,1,2,0,NONE
TXN_V2_007661,U_LEGIT_1342,64.67,6,D_LEGIT_1300,IP_SHARED_BENIGN_03,C_LEGIT_1116,M_135,0,2,0,2,1,0,NONE
TXN_V2_000438,U_LEGIT_2391,172.46,282,D_LEGIT_0009,IP_LEGIT_1169,C_LEGIT_0740,M_107,0,1,0,1,2,0,NONE
TXN_V2_001087,U_LEGIT_1743,241.44,847,D_LEGIT_0383,IP_SHARED_BENIGN_03,C_LEGIT_1205,M_047,0,3,0,2,1,0,NONE
TXN_V2_001960,U_LEGIT_1468,62.1,16,D_LEGIT_1802,IP_LEGIT_1482,C_LEGIT_1672,M_054,0,3,0,1,1,0,NONE
TXN_V2_002222,U_LEGIT_0209,63.42,9,D_LEGIT_1970,IP_SHARED_BENIGN_01,C_LEGIT_2629,M_026,0,2,0,2,1,0,NONE
TXN_V2_008050,U_LEGIT_0159,36.63,460,D_SHARED_BENIGN_05,IP_LEGIT_0236,C_LEGIT_0863,M_009,1,1,0,2,1,0,NONE
TXN_V2_000760,U_LEGIT_0809,36.77,14,D_SHARED_BENIGN_10,IP_LEGIT_0998,C_LEGIT_1229,M_146,0,2,0,3,1,0,NONE
TXN_V2_004922,U_LEGIT_0257,95.32,17,D_LEGIT_1355,IP_LEGIT_1643,C_LEGIT_1737,M_060,0,4,0,3,3,0,NONE
TXN_V2_001323,U_LEGIT_1148,24.68,57,D_LEGIT_0948,IP_LEGIT_0076,C_LEGIT_1467,M_017,0,4,0,3,1,0,NONE
TXN_V2_000201,U_LEGIT_1940,99.04,18,D_LEGIT_0632,IP_LEGIT_0965,C_LEGIT_2004,M_068,0,1,0,3,2,0,NONE
TXN_V2_005816,U_LEGIT_0673,27.37,148,D_LEGIT_1002,IP_LEGIT_0877,C_LEGIT_0982,M_148,0,1,2,1,3,0,NONE
TXN_V2_004805,U_LEGIT_0955,176.05,769,D_LEGIT_0271,IP_LEGIT_0355,C_LEGIT_2410,M_032,0,3,0,1,3,0,NONE
TXN_V2_000080,U_LEGIT_0361,91.48,28,D_LEGIT_0217,IP_LEGIT_1207,C_LEGIT_1641,M_135,0,1,0,1,2,0,NONE
TXN_V2_007701,U_LEGIT_2101,213.43,814,D_LEGIT_0890,IP_LEGIT_0814,C_LEGIT_1103,M_080,0,3,0,2,3,0,NONE
TXN_V2_000199,U_LEGIT_1767,108.23,7,D_LEGIT_0338,IP_LEGIT_0890,C_LEGIT_0644,M_014,1,3,0,2,1,0,NONE
TXN_V2_001987,U_LEGIT_0576,195.2,28,D_SHARED_BENIGN_04,IP_LEGIT_0723,C_LEGIT_0669,M_035,0,2,0,1,3,0,NONE
TXN_V2_005206,U_LEGIT_0483,141.01,725,D_LEGIT_0434,IP_LEGIT_1840,C_LEGIT_2875,M_074,0,1,0,1,1,0,NONE
TXN_V2_005504,U_LEGIT_1274,92.18,751,D_LEGIT_0078,IP_SHARED_BENIGN_03,C_LEGIT_0127,M_054,0,3,0,3,1,0,NONE
TXN_V2_002675,U_LEGIT_1251,63.46,4,D_LEGIT_0537,IP_SHARED_BENIGN_06,C_LEGIT_2795,M_140,0,1,0,1,1,0,NONE
TXN_V2_005408,U_LEGIT_0510,192.57,371,D_LEGIT_1831,IP_LEGIT_0200,C_LEGIT_2759,M_026,0,3,0,1,3,0,NONE
TXN_V2_000511,U_LEGIT_1848,101.48,721,D_LEGIT_0425,IP_LEGIT_0947,C_LEGIT_0110,M_019,1,4,2,1,1,0,NONE
TXN_V2_006408,U_LEGIT_0795,178.13,71,D_LEGIT_1295,IP_LEGIT_0581,C_LEGIT_0224,M_129,0,3,0,2,3,0,NONE
TXN_V2_004174,U_LEGIT_2045,765.98,570,D_LEGIT_1201,IP_LEGIT_0705,C_LEGIT_0502,M_054,0,3,0,3,1,0,NONE
TXN_V2_000811,U_LEGIT_0490,43.24,420,D_LEGIT_0193,IP_LEGIT_1176,C_LEGIT_2872,M_100,0,3,0,3,2,0,NONE
TXN_V2_002385,U_LEGIT_1732,48.72,14,D_LEGIT_1589,IP_SHARED_BENIGN_13,C_LEGIT_2488,M_125,0,3,0,2,1,0,NONE
TXN_V2_000793,U_LEGIT_1817,1368.53,566,D_SHARED_BENIGN_05,IP_LEGIT_0023,C_LEGIT_2609,M_031,0,3,0,3,1,0,NONE
TXN_V2_006656,U_LEGIT_2175,192.17,15,D_LEGIT_0362,IP_LEGIT_1365,C_LEGIT_1757,M_124,0,3,0,3,2,0,NONE
TXN_V2_006205,U_LEGIT_0682,105.11,707,D_LEGIT_1567,IP_LEGIT_0732,C_LEGIT_2858,M_054,0,1,0,1,2,0,NONE
TXN_V2_009536,U_FARM_017,79.08,28,D_FARM_HUB_01,IP_FARM_PROXY_02,C_FARM_010,M_044,4,10,2,1,1,1,DEVICE_FARM
TXN_V2_000163,U_LEGIT_1799,49.84,654,D_LEGIT_0241,IP_LEGIT_0486,C_LEGIT_0860,M_090,0,2,0,2,2,0,NONE
TXN_V2_004868,U_LEGIT_2248,1677.87,23,D_SHARED_BENIGN_13,IP_LEGIT_1913,C_LEGIT_2858,M_147,0,3,0,3,1,0,NONE
TXN_V2_001648,U_LEGIT_0420,204.01,549,D_LEGIT_1511,IP_LEGIT_0894,C_LEGIT_2508,M_066,0,2,0,1,3,0,NONE
TXN_V2_007682,U_LEGIT_0472,10.26,996,D_SHARED_BENIGN_14,IP_LEGIT_1250,C_LEGIT_0587,M_134,6,7,0,1,2,0,NONE
TXN_V2_001952,U_LEGIT_0608,249.39,878,D_LEGIT_0739,IP_LEGIT_1728,C_LEGIT_0833,M_141,0,4,0,1,1,0,NONE
TXN_V2_003378,U_LEGIT_0224,246.6,407,D_SHARED_BENIGN_13,IP_LEGIT_1096,C_LEGIT_0242,M_142,0,1,0,1,2,0,NONE
TXN_V2_001523,U_LEGIT_1076,1166.9,209,D_LEGIT_1139,IP_LEGIT_0931,C_LEGIT_1179,M_033,0,1,0,2,3,0,NONE
TXN_V2_007064,U_LEGIT_1812,226.01,23,D_SHARED_BENIGN_14,IP_LEGIT_1414,C_LEGIT_0408,M_099,0,1,0,1,1,0,NONE
TXN_V2_007874,U_LEGIT_1258,198.71,929,D_LEGIT_1651,IP_SHARED_BENIGN_03,C_LEGIT_1002,M_131,1,4,1,2,2,0,NONE
TXN_V2_002951,U_LEGIT_2443,1393.85,10,D_LEGIT_1813,IP_LEGIT_1348,C_LEGIT_0194,M_018,0,2,2,2,1,0,NONE
TXN_V2_005086,U_LEGIT_1119,110.54,24,D_LEGIT_0034,IP_LEGIT_0189,C_LEGIT_2648,M_011,0,1,0,3,2,0,NONE
TXN_V2_006574,U_LEGIT_0789,71.64,786,D_LEGIT_1136,IP_LEGIT_1825,C_LEGIT_0387,M_090,0,3,0,1,1,0,NONE
TXN_V2_001133,U_LEGIT_0181,239.54,158,D_LEGIT_1834,IP_LEGIT_0981,C_LEGIT_2052,M_069,0,3,0,2,1,0,NONE
TXN_V2_004247,U_LEGIT_0315,138.14,71,D_LEGIT_0109,IP_LEGIT_1284,C_LEGIT_1404,M_127,2,3,0,2,1,0,NONE
TXN_V2_003845,U_LEGIT_0442,229.52,9,D_LEGIT_1053,IP_LEGIT_1934,C_LEGIT_2233,M_016,1,2,0,2,2,0,NONE
TXN_V2_000346,U_LEGIT_1663,669.94,706,D_SHARED_BENIGN_02,IP_LEGIT_1222,C_LEGIT_1553,M_084,0,1,0,1,3,0,NONE
TXN_V2_003553,U_LEGIT_2354,63.43,5,D_SHARED_BENIGN_12,IP_LEGIT_0934,C_LEGIT_2243,M_052,1,2,0,3,3,0,NONE
TXN_V2_007366,U_LEGIT_0209,21.21,822,D_SHARED_BENIGN_02,IP_LEGIT_1066,C_LEGIT_1279,M_043,0,2,0,2,1,0,NONE
TXN_V2_001364,U_LEGIT_0690,146.87,616,D_LEGIT_0708,IP_LEGIT_0687,C_LEGIT_0805,M_129,0,3,0,2,1,0,NONE
TXN_V2_007716,U_LEGIT_2462,803.2,355,D_LEGIT_1146,IP_SHARED_BENIGN_11,C_LEGIT_0778,M_003,0,1,0,3,1,0,NONE
TXN_V2_001400,U_LEGIT_1975,50.69,537,D_LEGIT_0647,IP_LEGIT_0199,C_LEGIT_0053,M_014,2,1,0,1,1,0,NONE
TXN_V2_005068,U_LEGIT_2150,1526.11,111,D_LEGIT_0347,IP_SHARED_BENIGN_07,C_LEGIT_0510,M_020,0,3,0,1,2,0,NONE
TXN_V2_004254,U_LEGIT_1364,82.41,417,D_LEGIT_0206,IP_SHARED_BENIGN_01,C_LEGIT_2751,M_121,1,4,2,2,1,0,NONE
TXN_V2_008936,U_LEGIT_0822,125.75,745,D_LEGIT_1171,IP_LEGIT_0362,C_LEGIT_2161,M_037,0,1,0,3,1,0,NONE
TXN_V2_008793,U_LEGIT_0160,75.78,560,D_SHARED_BENIGN_01,IP_SHARED_BENIGN_06,C_LEGIT_0373,M_008,0,2,0,3,1,0,NONE
TXN_V2_002583,U_LEGIT_0641,13.73,723,D_SHARED_BENIGN_13,IP_LEGIT_1263,C_LEGIT_0648,M_041,3,8,0,2,2,0,NONE
TXN_V2_002480,U_LEGIT_1910,772.17,14,D_LEGIT_1336,IP_LEGIT_1554,C_LEGIT_1380,M_127,1,1,0,2,3,0,NONE
TXN_V2_001012,U_LEGIT_2019,178.03,151,D_LEGIT_1206,IP_LEGIT_1304,C_LEGIT_1756,M_104,1,2,0,1,1,0,NONE
TXN_V2_006357,U_LEGIT_2437,1921.21,5,D_LEGIT_0525,IP_LEGIT_0827,C_LEGIT_2585,M_099,3,5,0,3,2,0,NONE
TXN_V2_002120,U_LEGIT_1606,221.02,471,D_LEGIT_1646,IP_SHARED_BENIGN_09,C_LEGIT_1395,M_018,0,1,0,3,1,0,NONE
TXN_V2_002674,U_LEGIT_0484,203.72,756,D_LEGIT_1700,IP_LEGIT_0747,C_LEGIT_0436,M_132,0,4,0,2,3,0,NONE
TXN_V2_006704,U_LEGIT_2495,17.59,529,D_LEGIT_1747,IP_SHARED_BENIGN_04,C_LEGIT_0170,M_020,0,1,0,3,3,0,NONE
TXN_V2_000496,U_LEGIT_1343,184.55,937,D_LEGIT_1290,IP_LEGIT_1788,C_LEGIT_0518,M_131,0,1,0,3,2,0,NONE
TXN_V2_005713,U_LEGIT_1847,1688.66,22,D_SHARED_BENIGN_10,IP_SHARED_BENIGN_12,C_LEGIT_2987,M_132,0,1,0,1,1,0,NONE
TXN_V2_009092,U_INDIV_0018,1320.12,6,D_INDIV_0299,IP_INDIV_0076,C_INDIV_0066,M_013,6,24,3,3,4,1,INDIVIDUAL_FRAUD
TXN_V2_005997,U_LEGIT_0921,38.29,898,D_LEGIT_1893,IP_LEGIT_1413,C_LEGIT_1435,M_143,1,3,3,1,3,0,NONE
TXN_V2_002503,U_LEGIT_0159,1642.22,7,D_SHARED_BENIGN_12,IP_LEGIT_0952,C_LEGIT_0129,M_149,3,8,0,1,2,0,NONE
TXN_V2_008922,U_LEGIT_0206,116.89,65,D_LEGIT_0077,IP_LEGIT_0956,C_LEGIT_2379,M_070,0,2,0,1,3,0,NONE
TXN_V2_002424,U_LEGIT_1697,88.73,327,D_LEGIT_0161,IP_LEGIT_1782,C_LEGIT_2352,M_084,0,1,0,2,3,0,NONE
TXN_V2_009003,U_INDIV_0167,429.12,165,D_INDIV_0291,IP_INDIV_0147,C_INDIV_0110,M_051,6,12,6,2,5,1,INDIVIDUAL_FRAUD
TXN_V2_006760,U_LEGIT_1773,1852.95,340,D_LEGIT_1534,IP_SHARED_BENIGN_12,C_LEGIT_2070,M_055,2,1,0,1,1,0,NONE
TXN_V2_006983,U_LEGIT_0373,35.63,645,D_LEGIT_1896,IP_LEGIT_0229,C_LEGIT_0362,M_126,0,1,2,3,1,0,NONE
TXN_V2_005271,U_LEGIT_1315,172.78,37,D_SHARED_BENIGN_08,IP_LEGIT_1456,C_LEGIT_1044,M_096,0,2,0,2,3,0,NONE
TXN_V2_004331,U_LEGIT_2077,164.39,11,D_SHARED_BENIGN_13,IP_LEGIT_0611,C_LEGIT_2638,M_083,0,1,0,1,2,0,NONE
TXN_V2_009209,U_INDIV_0163,941.21,6,D_INDIV_0107,IP_INDIV_0261,C_INDIV_0288,M_036,3,7,1,3,2,1,INDIVIDUAL_FRAUD
TXN_V2_001717,U_LEGIT_1649,172.67,15,D_SHARED_BENIGN_08,IP_SHARED_BENIGN_10,C_LEGIT_1591,M_026,0,1,0,1,3,0,NONE
TXN_V2_001682,U_LEGIT_0626,189.57,4,D_SHARED_BENIGN_05,IP_LEGIT_1915,C_LEGIT_2532,M_027,0,1,3,1,1,0,NONE
TXN_V2_005582,U_LEGIT_0626,48.19,493,D_LEGIT_0763,IP_LEGIT_1320,C_LEGIT_2802,M_129,1,1,3,3,1,0,NONE
TXN_V2_002418,U_LEGIT_2259,1228.64,841,D_LEGIT_0513,IP_LEGIT_0960,C_LEGIT_2285,M_045,0,3,0,1,2,0,NONE
TXN_V2_005735,U_LEGIT_2081,22.93,8,D_SHARED_BENIGN_14,IP_LEGIT_1527,C_LEGIT_1868,M_094,0,3,0,1,1,0,NONE
TXN_V2_006369,U_LEGIT_0540,73.44,441,D_LEGIT_0913,IP_SHARED_BENIGN_05,C_LEGIT_0326,M_047,0,1,0,1,2,0,NONE
TXN_V2_002602,U_LEGIT_0481,240.43,557,D_LEGIT_0105,IP_LEGIT_0896,C_LEGIT_1596,M_083,1,2,0,1,2,0,NONE
TXN_V2_000152,U_LEGIT_0571,153.5,105,D_LEGIT_0496,IP_LEGIT_0316,C_LEGIT_2930,M_109,0,4,0,2,1,0,NONE
TXN_V2_001846,U_LEGIT_0483,239.75,29,D_LEGIT_0885,IP_SHARED_BENIGN_14,C_LEGIT_1268,M_034,0,3,0,2,1,0,NONE
TXN_V2_003071,U_LEGIT_2389,171.13,427,D_LEGIT_0270,IP_LEGIT_0852,C_LEGIT_2454,M_029,0,1,0,1,3,0,NONE
TXN_V2_009792,U_BURST_016,261.32,4,D_BURST_014,IP_BURST_SUBNET_02,C_BURST_009,M_033,5,13,0,1,1,1,ACCOUNT_BURST
TXN_V2_004132,U_LEGIT_0341,40.74,22,D_SHARED_BENIGN_04,IP_LEGIT_1684,C_LEGIT_2712,M_036,6,8,0,1,1,0,NONE
TXN_V2_008209,U_LEGIT_2018,223.9,125,D_LEGIT_1227,IP_LEGIT_1391,C_LEGIT_0247,M_143,1,4,0,2,1,0,NONE
TXN_V2_006920,U_LEGIT_2488,200.16,10,D_LEGIT_0222,IP_LEGIT_1981,C_LEGIT_1959,M_136,0,1,0,3,3,0,NONE
TXN_V2_003571,U_LEGIT_0903,191.06,248,D_SHARED_BENIGN_05,IP_SHARED_BENIGN_10,C_LEGIT_1006,M_133,1,3,0,1,1,0,NONE
TXN_V2_009751,U_BURST_006,174.54,3,D_BURST_006,IP_BURST_SUBNET_01,C_BURST_024,M_065,4,13,0,1,2,1,ACCOUNT_BURST
TXN_V2_009430,U_INDIV_0039,1308.88,91,D_INDIV_0279,IP_INDIV_0205,C_INDIV_0175,M_054,5,24,5,2,5,1,INDIVIDUAL_FRAUD
TXN_V2_007784,U_LEGIT_1278,1041.43,420,D_SHARED_BENIGN_11,IP_LEGIT_0320,C_LEGIT_2709,M_108,2,3,0,1,1,0,NONE
TXN_V2_005611,U_LEGIT_1812,90.79,850,D_LEGIT_0715,IP_SHARED_BENIGN_05,C_LEGIT_2048,M_097,6,12,0,1,3,0,NONE
TXN_V2_006998,U_LEGIT_0392,71.38,647,D_LEGIT_1289,IP_LEGIT_0408,C_LEGIT_1932,M_082,0,1,0,2,1,0,NONE
