transaction_id,user_id,amount,account_age_days,device_id,ip_id,card_id,merchant_id,transactions_last_hour,transactions_last_day,failed_transactions,unique_devices,unique_cards,is_fraud,fraud_scenario
TXN_003690,U_LEGIT_2314,157.06,608,D_LEGIT_0054,IP_LEGIT_0908,C_LEGIT_0464,M_028,0,1,0,1,1,0,NONE
TXN_000962,U_LEGIT_0300,223.23,852,D_LEGIT_1179,IP_LEGIT_1081,C_LEGIT_2837,M_111,0,1,0,2,1,0,NONE
TXN_005750,U_LEGIT_0634,125.21,1129,D_LEGIT_0169,IP_LEGIT_0769,C_LEGIT_1620,M_017,0,4,0,2,1,0,NONE
TXN_006602,U_LEGIT_1023,203.77,435,D_LEGIT_1094,IP_LEGIT_1870,C_LEGIT_1734,M_069,0,1,0,1,1,0,NONE
TXN_000158,U_LEGIT_0628,191.28,477,D_LEGIT_1241,IP_LEGIT_1438,C_LEGIT_2250,M_121,0,5,0,1,2,0,NONE
TXN_000691,U_LEGIT_1525,206.82,677,D_LEGIT_1327,IP_LEGIT_1239,C_LEGIT_0672,M_108,2,4,0,1,1,0,NONE
TXN_009796,U_BURST_014,1495.97,0,D_BURST_018,IP_BURST_SUBNET_01,C_BURST_010,M_105,24,15,3,3,2,1,ACCOUNT_BURST
TXN_004139,U_LEGIT_0957,158.89,1118,D_LEGIT_0257,IP_LEGIT_1028,C_LEGIT_2629,M_124,0,4,0,2,1,0,NONE
TXN_005511,U_LEGIT_0215,156.13,514,D_LEGIT_1519,IP_LEGIT_0608,C_LEGIT_2958,M_130,0,3,0,2,1,0,NONE
TXN_003542,U_LEGIT_2031,39.39,182,D_LEGIT_0316,IP_LEGIT_0952,C_LEGIT_1051,M_009,0,4,0,2,2,0,NONE
TXN_004890,U_LEGIT_1605,74.1,534,D_LEGIT_1044,IP_LEGIT_1387,C_LEGIT_2150,M_028,0,5,0,1,1,0,NONE
TXN_001141,U_LEGIT_0181,109.06,340,D_LEGIT_1953,IP_LEGIT_0857,C_LEGIT_2332,M_050,0,5,0,1,1,0,NONE
TXN_001103,U_LEGIT_0496,167.69,1148,D_SHARED_BENIGN_02,IP_LEGIT_1362,C_LEGIT_0805,M_115,0,3,0,1,2,0,NONE
TXN_000134,U_LEGIT_2059,211.89,1184,D_LEGIT_1213,IP_LEGIT_0316,C_LEGIT_0702,M_087,0,1,0,1,1,0,NONE
TXN_007438,U_LEGIT_1334,149.94,543,D_LEGIT_1566,IP_LEGIT_0402,C_LEGIT_1112,M_095,0,4,0,2,1,0,NONE
TXN_004059,U_LEGIT_2177,230.89,1157,D_LEGIT_0632,IP_LEGIT_0483,C_LEGIT_1916,M_123,0,3,0,1,2,0,NONE
TXN_000516,U_LEGIT_1439,228.31,164,D_SHARED_BENIGN_04,IP_LEGIT_1328,C_LEGIT_1279,M_022,1,1,0,1,1,0,NONE
TXN_004646,U_LEGIT_0446,62.68,843,D_LEGIT_0084,IP_LEGIT_1427,C_LEGIT_1405,M_130,0,5,0,1,1,0,NONE
TXN_008597,U_LEGIT_2084,90.16,376,D_LEGIT_0383,IP_LEGIT_0490,C_LEGIT_2777,M_145,0,2,0,1,1,0,NONE
TXN_007946,U_LEGIT_1041,129.51,406,D_SHARED_BENIGN_02,IP_LEGIT_1700,C_LEGIT_1585,M_063,0,5,0,1,2,0,NONE
TXN_003259,U_LEGIT_0132,181.03,851,D_LEGIT_1690,IP_SHARED_BENIGN_08,C_LEGIT_2134,M_071,0,1,0,1,2,0,NONE
TXN_004779,U_LEGIT_1894,126.45,882,D_LEGIT_1530,IP_LEGIT_0543,C_LEGIT_0586,M_077,0,3,0,1,1,0,NONE
TXN_006189,U_LEGIT_0129,127.36,1183,D_LEGIT_0045,IP_LEGIT_0060,C_LEGIT_0784,M_059,1,1,1,2,1,0,NONE
TXN_004584,U_LEGIT_0392,233.04,353,D_LEGIT_1721,IP_SHARED_BENIGN_07,C_LEGIT_2483,M_090,1,1,0,1,1,0,NONE
TXN_001105,U_LEGIT_1243,53.66,1002,D_LEGIT_0281,IP_LEGIT_0500,C_LEGIT_1968,M_055,0,2,0,2,1,0,NONE
TXN_007705,U_LEGIT_1203,11.24,748,D_LEGIT_0708,IP_LEGIT_1015,C_LEGIT_0505,M_061,1,4,0,1,1,0,NONE
TXN_002773,U_LEGIT_1651,83.19,847,D_LEGIT_1278,IP_SHARED_BENIGN_08,C_LEGIT_2072,M_040,0,4,0,1,1,0,NONE
TXN_006497,U_LEGIT_2341,138.76,157,D_LEGIT_0372,IP_LEGIT_1672,C_LEGIT_0828,M_150,0,5,0,1,1,0,NONE
TXN_004036,U_LEGIT_0859,152.31,489,D_LEGIT_1969,IP_LEGIT_0367,C_LEGIT_0396,M_107,0,2,0,1,1,0,NONE
TXN_007959,U_LEGIT_0589,32.71,789,D_LEGIT_1322,IP_LEGIT_1246,C_LEGIT_2860,M_141,0,4,0,1,1,0,NONE
TXN_008636,U_LEGIT_1209,141.71,447,D_LEGIT_0191,IP_SHARED_BENIGN_03,C_LEGIT_2337,M_133,0,4,0,2,2,0,NONE
TXN_000536,U_LEGIT_0813,153.3,335,D_LEGIT_1745,IP_LEGIT_0822,C_LEGIT_2532,M_110,0,3,0,1,1,0,NONE
TXN_001626,U_LEGIT_0404,87.53,776,D_LEGIT_0584,IP_LEGIT_1303,C_LEGIT_1912,M_135,1,1,0,2,1,0,NONE
TXN_007196,U_LEGIT_1399,72.66,189,D_LEGIT_1410,IP_LEGIT_0833,C_LEGIT_0740,M_041,0,5,0,1,1,0,NONE
TXN_005816,U_LEGIT_1609,150.78,292,D_LEGIT_0522,IP_LEGIT_0126,C_LEGIT_1809,M_017,0,3,0,2,1,0,NONE
TXN_003730,U_LEGIT_1935,148.07,324,D_LEGIT_1688,IP_LEGIT_1696,C_LEGIT_2330,M_059,0,5,0,1,1,0,NONE
TXN_009431,U_INDIV_0039,1678.48,0,D_INDIV_0363,IP_INDIV_0365,C_INDIV_0071,M_008,13,47,4,5,6,1,INDIVIDUAL_FRAUD
TXN_003666,U_LEGIT_0130,32.14,1188,D_LEGIT_1828,IP_LEGIT_1829,C_LEGIT_1846,M_075,0,2,0,1,1,0,NONE
TXN_004373,U_LEGIT_0407,72.22,411,D_LEGIT_0727,IP_LEGIT_0272,C_LEGIT_0240,M_012,0,1,0,1,1,0,NONE
TXN_001709,U_LEGIT_0223,183.37,258,D_LEGIT_1604,IP_LEGIT_1390,C_LEGIT_0309,M_120,0,5,0,1,2,0,NONE
TXN_001514,U_LEGIT_0256,139.64,416,D_SHARED_BENIGN_04,IP_LEGIT_1105,C_LEGIT_1379,M_050,1,1,0,1,1,0,NONE
TXN_002957,U_LEGIT_0149,20.32,895,D_LEGIT_0757,IP_LEGIT_0306,C_LEGIT_0977,M_032,0,1,0,2,1,0,NONE
TXN_006070,U_LEGIT_1406,13.91,640,D_LEGIT_1216,IP_LEGIT_0829,C_LEGIT_0490,M_029,0,4,0,2,1,0,NONE
TXN_004743,U_LEGIT_0021,102.89,948,D_SHARED_BENIGN_06,IP_LEGIT_0538,C_LEGIT_2080,M_117,0,3,0,1,2,0,NONE
TXN_009593,U_FARM_018,106.54,5,D_FARM_HUB_01,IP_FARM_PROXY_01,C_FARM_003,M_043,10,70,5,1,3,1,DEVICE_FARM
TXN_008895,U_LEGIT_2090,128.5,1058,D_LEGIT_1536,IP_SHARED_BENIGN_10,C_LEGIT_2985,M_126,0,3,0,1,1,0,NONE
TXN_003848,U_LEGIT_1862,46.74,342,D_LEGIT_1141,IP_LEGIT_0358,C_LEGIT_2771,M_090,0,3,0,2,1,0,NONE
TXN_002048,U_LEGIT_1761,106.88,248,D_LEGIT_1104,IP_LEGIT_0529,C_LEGIT_1872,M_005,0,1,0,2,1,0,NONE
TXN_001296,U_LEGIT_2107,56.88,599,D_LEGIT_0485,IP_LEGIT_0808,C_LEGIT_0250,M_011,2,2,0,1,1,0,NONE
TXN_001385,U_LEGIT_0704,129.75,1176,D_LEGIT_0279,IP_LEGIT_1771,C_LEGIT_1926,M_046,0,3,0,1,2,0,NONE
TXN_008765,U_LEGIT_2466,184.77,1026,D_LEGIT_0127,IP_LEGIT_1822,C_LEGIT_2580,M_111,0,2,0,2,1,0,NONE
TXN_003163,U_LEGIT_2339,82.86,557,D_SHARED_BENIGN_05,IP_LEGIT_0557,C_LEGIT_1776,M_092,0,1,0,1,1,0,NONE
TXN_006445,U_LEGIT_0588,238.95,139,D_LEGIT_1971,IP_LEGIT_0432,C_LEGIT_1185,M_061,0,4,0,1,1,0,NONE
TXN_004015,U_LEGIT_1224,110.96,1090,D_LEGIT_0719,IP_LEGIT_0467,C_LEGIT_0770,M_122,0,5,0,1,1,0,NONE
TXN_003146,U_LEGIT_0923,42.02,140,D_LEGIT_0229,IP_LEGIT_1939,C_LEGIT_2269,M_048,0,5,1,1,2,0,NONE
TXN_003230,U_LEGIT_1697,222.8,816,D_SHARED_BENIGN_09,IP_LEGIT_1747,C_LEGIT_2576,M_128,0,2,0,1,1,0,NONE
TXN_000301,U_LEGIT_1854,102.11,1076,D_LEGIT_1778,IP_LEGIT_1151,C_LEGIT_0919,M_144,0,3,0,1,2,0,NONE
TXN_004715,U_LEGIT_0985,80.39,346,D_LEGIT_0877,IP_LEGIT_0780,C_LEGIT_2228,M_058,1,1,0,1,1,0,NONE
TXN_004539,U_LEGIT_0612,236.1,1048,D_LEGIT_0102,IP_LEGIT_0736,C_LEGIT_2819,M_082,0,3,0,1,2,0,NONE
TXN_009610,U_FARM_016,327.25,4,D_FARM_HUB_02,IP_FARM_PROXY_01,C_FARM_040,M_037,20,33,7,1,3,1,DEVICE_FARM
TXN_007369,U_LEGIT_1725,209.44,513,D_LEGIT_0309,IP_LEGIT_0823,C_LEGIT_1360,M_006,0,2,0,1,1,0,NONE
TXN_007623,U_LEGIT_2394,222.18,1145,D_LEGIT_1367,IP_LEGIT_1153,C_LEGIT_2655,M_008,0,2,0,1,1,0,NONE
TXN_001914,U_LEGIT_2193,107.88,1197,D_LEGIT_0212,IP_LEGIT_1135,C_LEGIT_0827,M_128,0,3,0,1,1,0,NONE
TXN_001287,U_LEGIT_0584,100.54,1164,D_LEGIT_1047,IP_LEGIT_1751,C_LEGIT_2744,M_117,0,1,0,1,2,0,NONE
TXN_006651,U_LEGIT_1461,40.28,1057,D_LEGIT_0483,IP_LEGIT_1257,C_LEGIT_2519,M_084,0,1,0,2,1,0,NONE
TXN_007793,U_LEGIT_0884,161.0,270,D_LEGIT_0085,IP_LEGIT_1019,C_LEGIT_0194,M_008,0,1,0,1,1,0,NONE
TXN_009497,U_INDIV_0131,586.95,5,D_INDIV_0131,IP_INDIV_0187,C_INDIV_0019,M_104,18,29,3,3,3,1,INDIVIDUAL_FRAUD
TXN_003995,U_LEGIT_2037,48.74,236,D_SHARED_BENIGN_05,IP_LEGIT_1384,C_LEGIT_2672,M_059,0,5,0,2,2,0,NONE
TXN_009577,U_FARM_028,201.75,0,D_FARM_HUB_02,IP_FARM_PROXY_01,C_FARM_005,M_115,19,69,3,1,3,1,DEVICE_FARM
TXN_003780,U_LEGIT_0949,25.02,736,D_LEGIT_0538,IP_LEGIT_0295,C_LEGIT_0236,M_058,0,3,0,1,1,0,NONE
TXN_004681,U_LEGIT_0966,227.57,432,D_LEGIT_0142,IP_LEGIT_1911,C_LEGIT_1674,M_096,0,2,0,1,1,0,NONE
TXN_000281,U_LEGIT_1158,209.22,443,D_LEGIT_0218,IP_LEGIT_1248,C_LEGIT_0819,M_068,0,4,0,1,2,0,NONE
TXN_000385,U_LEGIT_0553,143.8,1103,D_LEGIT_0406,IP_LEGIT_1336,C_LEGIT_2341,M_051,0,1,0,2,1,0,NONE
TXN_003161,U_LEGIT_1516,144.48,386,D_LEGIT_1364,IP_LEGIT_0992,C_LEGIT_1150,M_003,0,4,0,1,1,0,NONE
TXN_001847,U_LEGIT_0857,51.93,805,D_LEGIT_0207,IP_LEGIT_1315,C_LEGIT_0714,M_094,1,1,0,1,1,0,NONE
TXN_004376,U_LEGIT_2440,78.32,698,D_LEGIT_1014,IP_LEGIT_1758,C_LEGIT_0409,M_143,0,2,0,1,2,0,NONE
TXN_004977,U_LEGIT_0163,171.75,526,D_LEGIT_1296,IP_LEGIT_1625,C_LEGIT_0469,M_085,0,1,1,2,1,0,NONE
TXN_007190,U_LEGIT_1272,23.3,934,D_SHARED_BENIGN_03,IP_SHARED_BENIGN_10,C_LEGIT_1578,M_052,0,5,0,2,1,0,NONE
TXN_007332,U_LEGIT_1692,200.36,125,D_SHARED_BENIGN_06,IP_LEGIT_0233,C_LEGIT_1198,M_023,0,5,0,2,2,0,NONE
TXN_002798,U_LEGIT_0993,212.91,1150,D_LEGIT_0282,IP_LEGIT_1157,C_LEGIT_0106,M_031,1,2,0,1,1,0,NONE
TXN_008921,U_LEGIT_2207,104.25,333,D_LEGIT_1916,IP_LEGIT_1370,C_LEGIT_1280,M_130,0,5,0,1,1,0,NONE
TXN_008574,U_LEGIT_2437,153.81,896,D_LEGIT_0178,IP_LEGIT_0782,C_LEGIT_0239,M_033,0,1,0,2,2,0,NONE
TXN_001810,U_LEGIT_2469,45.43,1191,D_SHARED_BENIGN_06,IP_LEGIT_1121,C_LEGIT_2240,M_026,0,5,0,2,1,0,NONE
TXN_008168,U_LEGIT_0164,28.67,75,D_LEGIT_0741,IP_LEGIT_0096,C_LEGIT_0079,M_058,0,1,0,1,2,0,NONE
TXN_009159,U_INDIV_0093,1944.68,1,D_INDIV_0193,IP_INDIV_0357,C_INDIV_0301,M_105,11,20,5,3,5,1,INDIVIDUAL_FRAUD
TXN_009535,U_FARM_018,165.12,3,D_FARM_HUB_02,IP_FARM_PROXY_01,C_FARM_014,M_051,7,44,2,1,3,1,DEVICE_FARM
TXN_004900,U_LEGIT_0396,192.69,831,D_LEGIT_1038,IP_LEGIT_1526,C_LEGIT_1055,M_006,1,1,0,1,1,0,NONE
TXN_005775,U_LEGIT_0425,220.91,217,D_LEGIT_1222,IP_LEGIT_0785,C_LEGIT_1565,M_114,0,3,0,1,1,0,NONE
TXN_003241,U_LEGIT_1434,98.23,891,D_LEGIT_0400,IP_SHARED_BENIGN_05,C_LEGIT_1291,M_072,0,1,0,1,1,0,NONE
TXN_005191,U_LEGIT_0893,118.01,205,D_LEGIT_0199,IP_SHARED_BENIGN_06,C_LEGIT_2130,M_007,0,5,0,1,1,0,NONE
TXN_002688,U_LEGIT_1149,196.42,590,D_LEGIT_0970,IP_LEGIT_0989,C_LEGIT_1037,M_074,0,3,0,1,1,0,NONE
TXN_009221,U_INDIV_0113,2971.65,3,D_INDIV_0353,IP_INDIV_0020,C_INDIV_0014,M_033,15,31,9,6,7,1,INDIVIDUAL_FRAUD
TXN_000813,U_LEGIT_1658,206.85,929,D_LEGIT_0377,IP_LEGIT_1724,C_LEGIT_2240,M_067,1,5,0,1,1,0,NONE
TXN_007138,U_LEGIT_1850,112.45,1148,D_LEGIT_0368,IP_LEGIT_1513,C_LEGIT_0372,M_085,0,2,0,1,1,0,NONE
TXN_005754,U_LEGIT_0178,127.46,1117,D_LEGIT_1936,IP_LEGIT_1642,C_LEGIT_1656,M_077,0,3,0,1,1,0,NONE
TXN_004634,U_LEGIT_2367,149.17,866,D_LEGIT_1072,IP_LEGIT_1423,C_LEGIT_1571,M_094,0,4,0,1,2,0,NONE
TXN_000613,U_LEGIT_1970,104.88,43,D_LEGIT_1951,IP_LEGIT_1654,C_LEGIT_1540,M_053,0,1,0,1,1,0,NONE
TXN_002467,U_LEGIT_0300,101.26,949,D_LEGIT_0965,IP_LEGIT_1070,C_LEGIT_2277,M_090,0,1,0,1,1,0,NONE
TXN_005086,U_LEGIT_2437,71.45,941,D_LEGIT_1076,IP_LEGIT_1328,C_LEGIT_0559,M_035,0,5,0,1,1,0,NONE
TXN_003774,U_LEGIT_2383,232.4,273,D_SHARED_BENIGN_06,IP_LEGIT_1160,C_LEGIT_0996,M_075,1,4,0,1,1,0,NONE
TXN_002479,U_LEGIT_1923,148.95,59,D_LEGIT_1377,IP_LEGIT_1824,C_LEGIT_2125,M_082,0,4,0,2,2,0,NONE
TXN_001435,U_LEGIT_2309,182.66,717,D_LEGIT_1023,IP_LEGIT_0929,C_LEGIT_1645,M_069,1,3,1,2,1,0,NONE
TXN_009050,U_INDIV_0120,1178.58,7,D_INDIV_0094,IP_INDIV_0228,C_INDIV_0324,M_014,8,21,3,3,5,1,INDIVIDUAL_FRAUD
TXN_004895,U_LEGIT_2440,132.43,619,D_LEGIT_0592,IP_LEGIT_0039,C_LEGIT_1112,M_137,0,4,0,1,1,0,NONE
TXN_001007,U_LEGIT_2211,180.33,763,D_LEGIT_1202,IP_LEGIT_0014,C_LEGIT_2497,M_014,0,1,0,2,1,0,NONE
TXN_007897,U_LEGIT_1691,203.65,705,D_LEGIT_1610,IP_LEGIT_0682,C_LEGIT_2341,M_100,0,1,0,1,1,0,NONE
TXN_000078,U_LEGIT_2374,50.5,300,D_LEGIT_0270,IP_SHARED_BENIGN_05,C_LEGIT_1339,M_107,0,3,0,1,1,0,NONE
TXN_006747,U_LEGIT_1294,237.27,948,D_LEGIT_0770,IP_LEGIT_0834,C_LEGIT_2920,M_067,1,4,0,1,1,0,NONE
TXN_000214,U_LEGIT_0938,221.2,310,D_LEGIT_1497,IP_LEGIT_0212,C_LEGIT_1284,M_095,0,2,0,1,1,0,NONE
TXN_006355,U_LEGIT_0934,44.38,651,D_LEGIT_1797,IP_LEGIT_0939,C_LEGIT_0661,M_078,0,3,0,2,1,0,NONE
TXN_008983,U_LEGIT_1793,120.1,717,D_LEGIT_1561,IP_LEGIT_1454,C_LEGIT_1265,M_103,1,3,0,1,1,0,NONE
TXN_008745,U_LEGIT_0636,11.46,557,D_LEGIT_1418,IP_LEGIT_0151,C_LEGIT_2697,M_139,0,5,1,2,1,0,NONE
TXN_009970,U_DIST_014,23.42,6,D_DIST_010,IP_DIST_PROXY_04,C_DIST_005,M_TARGET_HIGHVAL_99,4,16,0,2,2,1,DISTRIBUTED_ABUSE
TXN_007612,U_LEGIT_0714,170.69,259,D_SHARED_BENIGN_10,IP_LEGIT_1988,C_LEGIT_0518,M_059,0,1,0,1,1,0,NONE
TXN_006783,U_LEGIT_2442,223.12,261,D_LEGIT_1048,IP_LEGIT_1325,C_LEGIT_0730,M_049,0,1,0,1,2,0,NONE
TXN_007094,U_LEGIT_0994,23.63,1051,D_LEGIT_1408,IP_LEGIT_0814,C_LEGIT_2249,M_124,0,1,0,1,1,0,NONE
TXN_008769,U_LEGIT_0407,202.11,292,D_SHARED_BENIGN_04,IP_LEGIT_0204,C_LEGIT_2898,M_104,0,5,0,2,1,0,NONE
TXN_003778,U_LEGIT_1843,73.44,160,D_LEGIT_0649,IP_LEGIT_0733,C_LEGIT_1733,M_080,1,5,0,1,1,0,NONE
TXN_008311,U_LEGIT_0556,133.29,368,D_LEGIT_0608,IP_LEGIT_1467,C_LEGIT_1014,M_139,1,3,0,1,1,0,NONE
TXN_007854,U_LEGIT_0894,149.66,274,D_LEGIT_0551,IP_LEGIT_0593,C_LEGIT_0066,M_090,0,1,0,1,2,0,NONE
TXN_008094,U_LEGIT_1147,135.14,931,D_LEGIT_1144,IP_LEGIT_0545,C_LEGIT_2361,M_093,0,2,0,1,1,0,NONE
TXN_007301,U_LEGIT_0776,95.71,402,D_LEGIT_0522,IP_LEGIT_1296,C_LEGIT_1691,M_022,0,3,0,1,2,0,NONE
TXN_001868,U_LEGIT_2467,129.47,704,D_SHARED_BENIGN_05,IP_LEGIT_1956,C_LEGIT_0822,M_067,0,3,0,1,1,0,NONE
TXN_008175,U_LEGIT_1928,186.36,1023,D_LEGIT_1024,IP_LEGIT_1457,C_LEGIT_0428,M_142,0,3,0,1,1,0,NONE
TXN_004413,U_LEGIT_2119,203.25,610,D_LEGIT_0292,IP_LEGIT_1265,C_LEGIT_0226,M_083,0,4,0,1,2,0,NONE
TXN_001283,U_LEGIT_0532,77.68,172,D_LEGIT_1056,IP_LEGIT_1442,C_LEGIT_0687,M_095,0,2,0,1,1,0,NONE
TXN_004398,U_LEGIT_1060,145.31,73,D_LEGIT_0919,IP_LEGIT_1575,C_LEGIT_0360,M_009,0,5,0,1,1,0,NONE
TXN_000164,U_LEGIT_0941,15.8,888,D_LEGIT_0709,IP_LEGIT_0387,C_LEGIT_2970,M_029,0,1,0,1,1,0,NONE
TXN_001659,U_LEGIT_0911,22.4,911,D_LEGIT_0098,IP_LEGIT_1582,C_LEGIT_2307,M_110,0,4,0,1,1,0,NONE
TXN_000251,U_LEGIT_2270,65.49,131,D_LEGIT_1495,IP_LEGIT_1353,C_LEGIT_1154,M_077,0,5,0,1,1,0,NONE
TXN_007395,U_LEGIT_1030,60.66,1168,D_LEGIT_1199,IP_LEGIT_1884,C_LEGIT_2455,M_123,0,2,0,1,1,0,NONE
TXN_004201,U_LEGIT_1777,11.79,976,D_LEGIT_1417,IP_LEGIT_1651,C_LEGIT_2567,M_130,0,4,0,1,1,0,NONE
TXN_000751,U_LEGIT_1919,185.09,842,D_LEGIT_1844,IP_LEGIT_0224,C_LEGIT_0352,M_047,0,2,0,1,1,0,NONE
TXN_005764,U_LEGIT_1342,66.86,1089,D_LEGIT_0806,IP_LEGIT_1078,C_LEGIT_1189,M_078,0,2,0,1,2,0,NONE
TXN_001488,U_LEGIT_1292,58.97,190,D_LEGIT_1533,IP_SHARED_BENIGN_05,C_LEGIT_2629,M_095,1,2,0,1,2,0,NONE
TXN_000366,U_LEGIT_1038,243.53,513,D_LEGIT_0612,IP_LEGIT_1818,C_LEGIT_0214,M_056,0,3,0,1,1,0,NONE
TXN_001929,U_LEGIT_1604,138.9,129,D_LEGIT_0707,IP_LEGIT_1087,C_LEGIT_2931,M_016,0,5,0,1,1,0,NONE
TXN_006378,U_LEGIT_2384,187.1,1010,D_LEGIT_1665,IP_LEGIT_1387,C_LEGIT_1866,M_003,0,1,0,1,1,0,NONE
TXN_008197,U_LEGIT_1904,247.36,181,D_LEGIT_1887,IP_LEGIT_1868,C_LEGIT_2339,M_090,0,4,0,1,1,0,NONE
TXN_005638,U_LEGIT_1013,43.88,137,D_LEGIT_1815,IP_LEGIT_0073,C_LEGIT_1458,M_122,0,2,0,1,2,0,NONE
TXN_007087,U_LEGIT_2040,248.09,309,D_LEGIT_1300,IP_LEGIT_0535,C_LEGIT_2328,M_123,1,1,0,2,1,0,NONE
TXN_009905,U_DIST_027,64.76,13,D_DIST_001,IP_DIST_PROXY_02,C_DIST_007,M_TARGET_HIGHVAL_99,6,15,0,1,1,1,DISTRIBUTED_ABUSE
TXN_004211,U_LEGIT_1904,202.11,355,D_LEGIT_0549,IP_LEGIT_1466,C_LEGIT_2500,M_147,0,1,0,1,1,0,NONE
TXN_006094,U_LEGIT_2050,118.88,1022,D_LEGIT_0729,IP_LEGIT_1357,C_LEGIT_1300,M_107,0,5,0,1,1,0,NONE
TXN_004026,U_LEGIT_0820,176.95,620,D_LEGIT_0860,IP_LEGIT_0102,C_LEGIT_2626,M_041,1,2,0,1,2,0,NONE
TXN_009295,U_INDIV_0071,2972.85,0,D_INDIV_0094,IP_INDIV_0377,C_INDIV_0230,M_043,11,15,8,7,3,1,INDIVIDUAL_FRAUD
TXN_006984,U_LEGIT_2248,46.58,555,D_LEGIT_0244,IP_LEGIT_1150,C_LEGIT_2517,M_060,1,1,0,1,2,0,NONE
TXN_003448,U_LEGIT_1754,38.85,156,D_LEGIT_1830,IP_LEGIT_0577,C_LEGIT_1760,M_017,0,5,0,2,2,0,NONE
TXN_000819,U_LEGIT_0277,234.08,1005,D_SHARED_BENIGN_03,IP_LEGIT_1363,C_LEGIT_0436,M_128,0,2,1,1,1,0,NONE
TXN_006714,U_LEGIT_1724,91.32,688,D_LEGIT_0571,IP_LEGIT_1072,C_LEGIT_2742,M_003,1,5,0,1,2,0,NONE
TXN_008070,U_LEGIT_1333,136.45,473,D_LEGIT_0606,IP_LEGIT_1443,C_LEGIT_0839,M_103,0,1,0,1,1,0,NONE
TXN_001076,U_LEGIT_0872,72.29,796,D_LEGIT_0016,IP_LEGIT_1525,C_LEGIT_2551,M_073,0,2,0,1,1,0,NONE
TXN_004926,U_LEGIT_1178,22.94,82,D_LEGIT_1374,IP_LEGIT_0339,C_LEGIT_2364,M_096,0,2,0,1,1,0,NONE
TXN_005478,U_LEGIT_0690,123.72,1173,D_LEGIT_1098,IP_LEGIT_1314,C_LEGIT_1085,M_049,0,3,0,1,1,0,NONE
TXN_008401,U_LEGIT_1726,214.27,402,D_LEGIT_1776,IP_LEGIT_1339,C_LEGIT_1954,M_121,1,4,0,1,1,0,NONE
TXN_000733,U_LEGIT_2182,135.52,479,D_LEGIT_0472,IP_LEGIT_1190,C_LEGIT_2929,M_108,0,2,0,1,1,0,NONE
TXN_004835,U_LEGIT_0399,74.17,1087,D_LEGIT_1486,IP_LEGIT_0931,C_LEGIT_2541,M_006,2,2,0,1,2,0,NONE
TXN_004891,U_LEGIT_1329,227.52,419,D_LEGIT_0932,IP_LEGIT_1810,C_LEGIT_0772,M_045,0,3,0,1,1,0,NONE
TXN_007981,U_LEGIT_1709,159.51,606,D_LEGIT_0383,IP_LEGIT_1317,C_LEGIT_1879,M_096,1,3,0,1,1,0,NONE
TXN_003665,U_LEGIT_2441,86.09,229,D_LEGIT_0543,IP_LEGIT_1130,C_LEGIT_2872,M_085,0,5,0,1,1,0,NONE
